Artist,Song,ValidLink,ID,KworbLink,Spotify Link
The Beatles,Here Comes The Sun - Remastered 2009,True,6dGnYIeXmHdcikdzNNDMm2,https://kworb.net/spotify/track/6dGnYIeXmHdcikdzNNDMm2.html,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
The Beatles,Come Together - Remastered 2009,True,2EqlS6tkEnglzr7tkKAAYD,https://kworb.net/spotify/track/2EqlS6tkEnglzr7tkKAAYD.html,https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD
The Beatles,Let It Be - Remastered 2009,False,7iN1s7xHE4ifF5povM6A48,https://kworb.net/spotify/track/7iN1s7xHE4ifF5povM6A48.html,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48
The Beatles,Yesterday - Remastered 2009,False,3BQHpFgAp4l80e1XslIjNI,https://kworb.net/spotify/track/3BQHpFgAp4l80e1XslIjNI.html,https://open.spotify.com/track/3BQHpFgAp4l80e1XslIjNI
The Beatles,Hey Jude - 2015 Mix,False,1RP85mAmvJ8baqjP53kFJu,https://kworb.net/spotify/track/1RP85mAmvJ8baqjP53kFJu.html,https://open.spotify.com/track/1RP85mAmvJ8baqjP53kFJu
The Beatles,Twist And Shout - Remastered 2009,True,5ZBeML7Lf3FMEVviTyvi8l,https://kworb.net/spotify/track/5ZBeML7Lf3FMEVviTyvi8l.html,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l
The Beatles,Blackbird - Remastered 2009,True,5jgFfDIR6FR0gvlA56Nakr,https://kworb.net/spotify/track/5jgFfDIR6FR0gvlA56Nakr.html,https://open.spotify.com/track/5jgFfDIR6FR0gvlA56Nakr
The Beatles,In My Life - Remastered 2009,True,3KfbEIOC7YIv90FIfNSZpo,https://kworb.net/spotify/track/3KfbEIOC7YIv90FIfNSZpo.html,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo
The Beatles,I Want To Hold Your Hand - Remastered 2009,False,5Qe7NHxeLAn8KoLTNLSdwe,https://kworb.net/spotify/track/5Qe7NHxeLAn8KoLTNLSdwe.html,https://open.spotify.com/track/5Qe7NHxeLAn8KoLTNLSdwe
The Beatles,Something - Remastered 2009,True,0pNeVovbiZHkulpGeOx1Gj,https://kworb.net/spotify/track/0pNeVovbiZHkulpGeOx1Gj.html,https://open.spotify.com/track/0pNeVovbiZHkulpGeOx1Gj
The Beatles,Help! - Remastered 2009,True,7DD7eSuYSC5xk2ArU62esN,https://kworb.net/spotify/track/7DD7eSuYSC5xk2ArU62esN.html,https://open.spotify.com/track/7DD7eSuYSC5xk2ArU62esN
The Beatles,Eleanor Rigby - Remastered 2009,True,5GjPQ0eI7AgmOnADn1EO6Q,https://kworb.net/spotify/track/5GjPQ0eI7AgmOnADn1EO6Q.html,https://open.spotify.com/track/5GjPQ0eI7AgmOnADn1EO6Q
The Beatles,While My Guitar Gently Weeps - Remastered 2009,True,389QX9Q1eUOEZ19vtzzI9O,https://kworb.net/spotify/track/389QX9Q1eUOEZ19vtzzI9O.html,https://open.spotify.com/track/389QX9Q1eUOEZ19vtzzI9O
The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",True,1gFNm7cXfG1vSMcxPpSxec,https://kworb.net/spotify/track/1gFNm7cXfG1vSMcxPpSxec.html,https://open.spotify.com/track/1gFNm7cXfG1vSMcxPpSxec
The Beatles,Love Me Do - Remastered 2009,True,3VbGCXWRiouAq8VyMYN2MI,https://kworb.net/spotify/track/3VbGCXWRiouAq8VyMYN2MI.html,https://open.spotify.com/track/3VbGCXWRiouAq8VyMYN2MI
The Beatles,A Hard Day's Night - Remastered 2009,True,5J2CHimS7dWYMImCHkEFaJ,https://kworb.net/spotify/track/5J2CHimS7dWYMImCHkEFaJ.html,https://open.spotify.com/track/5J2CHimS7dWYMImCHkEFaJ
The Beatles,And I Love Her - Remastered 2009,True,65vdMBskhx3akkG9vQlSH1,https://kworb.net/spotify/track/65vdMBskhx3akkG9vQlSH1.html,https://open.spotify.com/track/65vdMBskhx3akkG9vQlSH1
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,True,1H7gMYGykdtwZOV6s1N0by,https://kworb.net/spotify/track/1H7gMYGykdtwZOV6s1N0by.html,https://open.spotify.com/track/1H7gMYGykdtwZOV6s1N0by
The Beatles,Strawberry Fields Forever - Remastered 2009,True,3Am0IbOxmvlSXro7N5iSfZ,https://kworb.net/spotify/track/3Am0IbOxmvlSXro7N5iSfZ.html,https://open.spotify.com/track/3Am0IbOxmvlSXro7N5iSfZ
The Beatles,All You Need Is Love - 2015 Mix,False,1oycjiD4UpkHWxlegeYGzB,https://kworb.net/spotify/track/1oycjiD4UpkHWxlegeYGzB.html,https://open.spotify.com/track/1oycjiD4UpkHWxlegeYGzB
The Beatles,Get Back - 2015 Mix,False,1Fmx1H4LS8thxeKaZSQw6d,https://kworb.net/spotify/track/1Fmx1H4LS8thxeKaZSQw6d.html,https://open.spotify.com/track/1Fmx1H4LS8thxeKaZSQw6d
The Beatles,All My Loving - Remastered 2009,False,4joiWvli4qJVEW6qZV2i2J,https://kworb.net/spotify/track/4joiWvli4qJVEW6qZV2i2J.html,https://open.spotify.com/track/4joiWvli4qJVEW6qZV2i2J
The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,True,25yQPHgC35WNnnOUqFhgVR,https://kworb.net/spotify/track/25yQPHgC35WNnnOUqFhgVR.html,https://open.spotify.com/track/25yQPHgC35WNnnOUqFhgVR
The Beatles,I Saw Her Standing There - Remastered 2009,False,3KiexfmhxHvG5IgAElmTkd,https://kworb.net/spotify/track/3KiexfmhxHvG5IgAElmTkd.html,https://open.spotify.com/track/3KiexfmhxHvG5IgAElmTkd
The Beatles,Day Tripper - Remastered 2009,False,3hNUYt4dMM9RhcWmty8oKF,https://kworb.net/spotify/track/3hNUYt4dMM9RhcWmty8oKF.html,https://open.spotify.com/track/3hNUYt4dMM9RhcWmty8oKF
The Beatles,Don't Let Me Down - Remastered 2009,False,3evG0BIqEFMMP7lVJh1cSf,https://kworb.net/spotify/track/3evG0BIqEFMMP7lVJh1cSf.html,https://open.spotify.com/track/3evG0BIqEFMMP7lVJh1cSf
The Beatles,She Loves You - Mono Version / Remastered 2009,False,0qsS2A3hwicJCLtcaR6JRQ,https://kworb.net/spotify/track/0qsS2A3hwicJCLtcaR6JRQ.html,https://open.spotify.com/track/0qsS2A3hwicJCLtcaR6JRQ
The Beatles,Can't Buy Me Love - Remastered 2009,True,3SdingSsFcZDZAyvcJbgAw,https://kworb.net/spotify/track/3SdingSsFcZDZAyvcJbgAw.html,https://open.spotify.com/track/3SdingSsFcZDZAyvcJbgAw
The Beatles,Ticket To Ride - Remastered 2009,False,7CZiDzGVjUssMSOXrDNYHL,https://kworb.net/spotify/track/7CZiDzGVjUssMSOXrDNYHL.html,https://open.spotify.com/track/7CZiDzGVjUssMSOXrDNYHL
The Beatles,Penny Lane - Remastered 2009,True,1h04XMpzGzmAudoI6VHBgA,https://kworb.net/spotify/track/1h04XMpzGzmAudoI6VHBgA.html,https://open.spotify.com/track/1h04XMpzGzmAudoI6VHBgA
The Beatles,Eight Days A Week - Remastered 2009,True,1Dg4dFJr3HW7sbA7vPejre,https://kworb.net/spotify/track/1Dg4dFJr3HW7sbA7vPejre.html,https://open.spotify.com/track/1Dg4dFJr3HW7sbA7vPejre
The Beatles,Michelle - Remastered 2009,False,5By7Pzgl6TMuVJG168VWzS,https://kworb.net/spotify/track/5By7Pzgl6TMuVJG168VWzS.html,https://open.spotify.com/track/5By7Pzgl6TMuVJG168VWzS
The Beatles,Oh! Darling - Remastered 2009,False,2mxByJWOajjiVsLWjNXvDJ,https://kworb.net/spotify/track/2mxByJWOajjiVsLWjNXvDJ.html,https://open.spotify.com/track/2mxByJWOajjiVsLWjNXvDJ
The Beatles,Yellow Submarine - Remastered 2009,True,50xwQXPtfNZFKFeZ0XePWc,https://kworb.net/spotify/track/50xwQXPtfNZFKFeZ0XePWc.html,https://open.spotify.com/track/50xwQXPtfNZFKFeZ0XePWc
The Beatles,"Hello, Goodbye - 2015 Mix",False,4DbwxGR1g52bhICLYdVjK1,https://kworb.net/spotify/track/4DbwxGR1g52bhICLYdVjK1.html,https://open.spotify.com/track/4DbwxGR1g52bhICLYdVjK1
The Beatles,Across The Universe - Remastered 2009,True,4dkoqJrP0L8FXftrMZongF,https://kworb.net/spotify/track/4dkoqJrP0L8FXftrMZongF.html,https://open.spotify.com/track/4dkoqJrP0L8FXftrMZongF
