Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Victor Leksell - Svag,1716,416.0,1,(x104),616916,124343069,Victor Leksell,Svag
Babblarna - Babblarnas vaggvisa,1985,197.0,1,(x1),92521,114412604,Babblarna,Babblarnas vaggvisa
The Weeknd - Blinding Lights,1568,297.0,1,(x52),277607,94270177,The Weeknd,Blinding Lights
Hov1 - Hon dansar vidare i livet,2053,110.0,1,(x21),320621,83515786,Hov1,Hon dansar vidare i livet
Avicii - Without You,1503,148.0,1,(x41),483529,82348057,Avicii,Without You
Bolaget - Kan Inte Gå,1028,390.0,1,(x28),247793,81998318,Bolaget,Kan Inte Gå
Ed Sheeran - Shape of You,909,165.0,1,(x54),446067,80881425,Ed Sheeran,Shape of You
Avicii - Wake Me Up,2894,26.0,1,(x3),482278,80076505,Avicii,Wake Me Up
Tones And I - Dance Monkey,892,226.0,1,(x66),317763,68993768,Tones And I,Dance Monkey
Lewis Capaldi - Someone You Loved,1781,76.0,6,,139027,68962245,Lewis Capaldi,Someone You Loved
Lady Gaga - Shallow,1254,186.0,1,(x68),286334,66723657,Lady Gaga,Shallow
Humlan Djojj - Djurens vaggvisa,1123,159.0,2,(x1),91404,65557335,Humlan Djojj,Djurens vaggvisa
Mares - Sunnanvind,1370,72.0,2,(x1),346636,61603466,Mares,Sunnanvind
Wham! - Last Christmas,524,259.0,1,(x69),712470,61371109,Wham!,Last Christmas
Hov1 - Gamora,1320,103.0,1,(x45),340874,61035269,Hov1,Gamora
Mariah Carey - All I Want for Christmas Is You,510,264.0,1,(x69),648356,60651758,Mariah Carey,All I Want for Christmas Is You
Luis Fonsi - Despacito - Remix,535,141.0,1,(x93),529614,59020227,Luis Fonsi,Despacito - Remix
Albin Lee Meldau - Josefin,1275,9.0,4,,279921,58627613,Albin Lee Meldau,Josefin
Bolaget - Ikväll Igen,562,233.0,1,(x93),623687,58552685,Bolaget,Ikväll Igen
1.Cuz - FÖRSENT,1243,104.0,1,(x3),239855,56237401,1.Cuz,FÖRSENT
Miss Li - Lev nu dö sen,1016,145.0,1,(x23),263752,55576752,Miss Li,Lev nu dö sen
Dree Low - PIPPI,862,123.0,1,(x32),375834,55215480,Dree Low,PIPPI
Ed Sheeran - Thinking out Loud,1330,127.0,2,(x14),217599,54993402,Ed Sheeran,Thinking out Loud
Post Malone - rockstar,752,158.0,1,(x62),409039,54937031,Post Malone,rockstar
Zara Larsson - Lush Life,1030,88.0,1,(x29),267775,53367892,Zara Larsson,Lush Life
Alan Walker - Faded,713,123.0,1,(x51),439513,53149548,Alan Walker,Faded
Victor Leksell - Din låt,822,149.0,1,(x52),739175,52711659,Victor Leksell,Din låt
Justin Bieber - Love Yourself,742,114.0,1,(x29),372233,51727867,Justin Bieber,Love Yourself
Miriam Bryant - tystnar i luren,866,148.0,1,(x29),393910,50284094,Miriam Bryant,tystnar i luren
James Arthur - Say You Won't Let Go,1265,111.0,1,(x17),219449,49783182,James Arthur,Say You Won't Let Go
Yasin - Young & Heartless,1468,67.0,1,(x7),231295,49043748,Yasin,Young & Heartless
Drake - One Dance,679,122.0,1,(x27),373863,48627987,Drake,One Dance
