Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
高爾宣 OSN - Without You,2028,613.0,1,(x82),46067,50555009,高爾宣 OSN,Without You
"WeiBird - 如果可以 - 電影""月老""主題曲",1083,608.0,1,(x275),147343,46249074,WeiBird,"如果可以 - 電影""月老""主題曲"
Bestards - 不是因為天氣晴朗才愛你,1816,370.0,4,,46373,44533645,Bestards,不是因為天氣晴朗才愛你
Ren Ran - 飞鸟和蝉,1471,757.0,1,(x14),49553,43254289,Ren Ran,飞鸟和蝉
Eric Chou - 怎麼了,2113,586.0,2,(x11),38874,43042693,Eric Chou,怎麼了
"831 - 想見你想見你想見你(電視劇""想見你""片尾曲)",1684,505.0,1,(x128),56311,38952942,831,"想見你想見你想見你(電視劇""想見你""片尾曲)"
告五人 - 披星戴月的想你,2119,,15,,32817,38354829,告五人,披星戴月的想你
Crowd Lu - 刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,1300,462.0,1,(x177),81244,37980233,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲
Ronghao Li - 年少有為,2263,204.0,1,(x4),29440,35011032,Ronghao Li,年少有為
EggPlantEgg - 浪流連,2125,266.0,1,(x25),40765,34535563,EggPlantEgg,浪流連
EggPlantEgg - 愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,1052,620.0,1,(x77),118062,34294104,EggPlantEgg,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲
Fish Leong - 慢冷,1986,,11,,30203,33833951,Fish Leong,慢冷
The Kid LAROI - Stay,1202,359.0,1,(x105),60798,33077365,The Kid LAROI,Stay
EggPlantEgg - 閣愛妳一擺,1048,452.0,2,(x142),109766,31025227,EggPlantEgg,閣愛妳一擺
告五人 - 好不容易 (《華燈初上》片尾曲),1029,445.0,2,(x66),61777,28774926,告五人,好不容易 (《華燈初上》片尾曲)
V - Love Me Again,440,338.0,1,(x85),148940,28696429,V,Love Me Again
承桓 - 我会等,568,353.0,1,(x7),69887,27940944,承桓,我会等
Vicky Chen - 炙愛 - 女聲版,1556,14.0,9,,36240,27851184,Vicky Chen,炙愛 - 女聲版
The Chainsmokers - Something Just Like This,2566,256.0,1,(x112),61114,27707607,The Chainsmokers,Something Just Like This
Jung Kook - Seven,468,284.0,1,(x162),156778,27306805,Jung Kook,Seven
G.E.M. - 光年之外 (電影 《Passengers》 中國區主題曲),2792,2.0,8,,18738,27118495,G.E.M.,光年之外 (電影 《Passengers》 中國區主題曲)
Yisa Yu - 路過人間 (電視劇《我們與惡的距離》插曲),1818,73.0,4,,30716,26728911,Yisa Yu,路過人間 (電視劇《我們與惡的距離》插曲)
A-Lin - 有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,1763,293.0,1,(x18),41914,26569964,A-Lin,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲
张远 - 嘉宾,1088,165.0,5,,40468,26039865,张远,嘉宾
高爾宣 OSN - Why You Gonna Lie,1868,116.0,3,(x9),33025,25700419,高爾宣 OSN,Why You Gonna Lie
告五人 - 在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),1012,491.0,2,(x43),56804,25320313,告五人,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲)
小阿七 - 从前说,991,111.0,4,,43788,24837129,小阿七,从前说
颜人中 - 有些,1210,,16,,35875,24759366,颜人中,有些
"Eric Chou - 你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",2796,5.0,7,,14855,24555365,Eric Chou,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲"
Jay Chou - 晴天,1837,,15,,45825,24486768,Jay Chou,晴天
告五人 - 愛人錯過,1535,,12,,32306,23919475,告五人,愛人錯過
LaLa Hsu - 真的傻 (電影《一吻定情》追愛版主題曲),1443,64.0,6,,29425,23764975,LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲)
Power Station - 我很好騙,1119,189.0,5,,36553,23614803,Power Station,我很好騙
Lewis Capaldi - Someone You Loved,1862,,14,,23905,23595969,Lewis Capaldi,Someone You Loved
陳華 - 想和你看五月的晚霞,731,279.0,3,(x60),58273,23416374,陳華,想和你看五月的晚霞
Bestards - 我就想你,1063,3.0,8,,40325,22844824,Bestards,我就想你
EggPlantEgg - 浪子回頭,1917,149.0,1,(x1),26350,22042771,EggPlantEgg,浪子回頭
sodagreen - 小情歌,2058,,25,,24918,21727681,sodagreen,小情歌
阿冗 - 你的答案,1704,,15,,23745,21661790,阿冗,你的答案
Tanya Chua - 紅色高跟鞋,1822,,41,,21641,21635068,Tanya Chua,紅色高跟鞋
Jay Chou - 擱淺,1150,,12,,55155,21146499,Jay Chou,擱淺
高爾宣 OSN - 最後一次,1586,6.0,8,,27638,21111548,高爾宣 OSN,最後一次
NewJeans - OMG,661,158.0,1,(x21),81603,20752831,NewJeans,OMG
Jay Chou - 說好不哭,1030,216.0,1,(x29),91126,20746066,Jay Chou,說好不哭
TRASH - 終究還是因為愛,1078,,11,,30849,19958888,TRASH,終究還是因為愛
Crowd Lu - 幾分之幾 - 電影<花甲大人轉男孩>主題曲,1881,40.0,1,(x2),25103,19921044,Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲
棉子 - 勇气,1422,,16,,23439,19721768,棉子,勇气
Justin Bieber - Ghost,1115,,12,,28044,19669415,Justin Bieber,Ghost
Xiao Bing Chih - 毒藥,915,51.0,7,,43825,19452436,Xiao Bing Chih,毒藥
NewJeans - Hype Boy,815,89.0,5,,45270,19352890,NewJeans,Hype Boy
Eason Chan - 孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,866,158.0,4,,43641,19275629,Eason Chan,孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲
Kenshi Yonezu - Lemon,2103,,15,,18598,19229166,Kenshi Yonezu,Lemon
NewJeans - Ditto,675,121.0,1,(x48),96612,19175815,NewJeans,Ditto
卢卢快闭嘴 - 字字句句,519,172.0,4,,54010,19149105,卢卢快闭嘴,字字句句
Shawn Mendes - Señorita,1115,241.0,1,(x88),62699,19015083,Shawn Mendes,Señorita
(G)I-DLE - Queencard,528,180.0,1,(x53),75378,18865529,(G)I-DLE,Queencard
Cyndi Wang - 當你,1654,,27,,28103,18666315,Cyndi Wang,當你
