Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Djordan - К'ъв съм як,452,314.0,1,(x123),19090,4019303,Djordan,К'ъв съм як
The Weeknd - Blinding Lights,1665,374.0,1,(x15),8286,3674099,The Weeknd,Blinding Lights
Molec - 7 Dni,916,362.0,1,(x27),9086,3488630,Molec,7 Dni
Emilia - Alcohol,735,270.0,1,(x3),10181,3187006,Emilia,Alcohol
The Neighbourhood - Sweater Weather,1441,1.0,10,,3462,3135221,The Neighbourhood,Sweater Weather
The Weeknd - Starboy,1165,173.0,1,(x100),4325,2912587,The Weeknd,Starboy
Tsvetelina Yaneva - Драскай клечката,523,147.0,1,(x44),20295,2697647,Tsvetelina Yaneva,Драскай клечката
Tsvetelina Yaneva - Филм за нас,1031,84.0,2,(x13),6542,2696223,Tsvetelina Yaneva,Филм за нас
Jimin - Who,97,94.0,1,(x88),36385,2609964,Jimin,Who
"Medi - Обичам те, ти мене - не",451,148.0,2,(x16),9475,2460946,Medi,"Обичам те, ти мене - не"
V:RGO - AZ I TI,561,176.0,1,(x40),21040,2371275,V:RGO,AZ I TI
Djordan - Малката беля,581,110.0,2,(x2),6870,2283397,Djordan,Малката беля
Travis Scott - HIGHEST IN THE ROOM,1134,94.0,1,(x30),10875,2281835,Travis Scott,HIGHEST IN THE ROOM
Medi - Пистолет,821,38.0,3,(x2),6100,2226270,Medi,Пистолет
Arctic Monkeys - I Wanna Be Yours,1016,2.0,8,,4349,2192693,Arctic Monkeys,I Wanna Be Yours
Torino - Gucci Forema,582,128.0,1,(x43),18725,2187351,Torino,Gucci Forema
David Guetta - I'm Good (Blue),768,131.0,1,(x1),16002,2185149,David Guetta,I'm Good (Blue)
V:RGO - PARALIA,593,186.0,1,(x38),8025,2171957,V:RGO,PARALIA
Krisko - Грешна си,1126,31.0,2,(x15),5940,2113755,Krisko,Грешна си
Medi - Рана,1129,5.0,7,,4108,2106092,Medi,Рана
Metro Boomin - Creepin',499,159.0,1,(x39),20372,2098277,Metro Boomin,Creepin'
The Weeknd - Popular,493,113.0,2,(x6),9366,2095853,The Weeknd,Popular
"Medi - Живей, мило мое",533,64.0,1,(x20),12760,2090587,Medi,"Живей, мило мое"
Travis Scott - FE!N,454,60.0,1,(x3),17668,2056358,Travis Scott,FE!N
Galena - А+Г=ВНЛ,750,162.0,1,(x85),16909,2054493,Galena,А+Г=ВНЛ
Galin - ТАКА ТАКА,205,129.0,1,(x62),31178,2042651,Galin,ТАКА ТАКА
Harry Styles - As It Was,685,143.0,1,(x25),10493,2023463,Harry Styles,As It Was
Metro Boomin - Too Many Nights,689,10.0,4,,6554,1998264,Metro Boomin,Too Many Nights
Medi - Джентълмен,584,48.0,4,,6269,1977437,Medi,Джентълмен
Dessita - Mi Amor,139,139.0,1,(x28),46440,1962826,Dessita,Mi Amor
Glass Animals - Heat Waves,839,251.0,1,(x1),4724,1949233,Glass Animals,Heat Waves
Pop Smoke - Dior,1083,,11,,2642,1878085,Pop Smoke,Dior
Miley Cyrus - Flowers,517,111.0,1,(x14),20030,1871636,Miley Cyrus,Flowers
Travis Scott - goosebumps,1112,13.0,7,,3057,1856984,Travis Scott,goosebumps
DJ Damyan - Окадар,151,144.0,1,(x13),25613,1813732,DJ Damyan,Окадар
MBT - Skupa,875,,24,,4427,1812340,MBT,Skupa
"Medi - Не, мерси - Single",946,31.0,1,(x4),4966,1807671,Medi,"Не, мерси - Single"
Lil Nas X - MONTERO (Call Me By Your Name),516,182.0,1,(x55),16334,1777681,Lil Nas X,MONTERO (Call Me By Your Name)
Tate McRae - greedy,394,88.0,2,(x3),9097,1773864,Tate McRae,greedy
Emanuela - Ustnite ti mrasni,651,8.0,9,,4765,1766403,Emanuela,Ustnite ti mrasni
Preslava - Piyan,1315,37.0,2,(x1),3173,1764181,Preslava,Piyan
Arctic Monkeys - Do I Wanna Know?,1117,9.0,3,(x1),5210,1734505,Arctic Monkeys,Do I Wanna Know?
Arctic Monkeys - Why'd You Only Call Me When You're High?,1069,7.0,5,,4369,1729502,Arctic Monkeys,Why'd You Only Call Me When You're High?
Djordan - Къртиш,219,104.0,1,(x5),16778,1695557,Djordan,Къртиш
"Emilia - Ела, Хабиби",428,95.0,1,(x9),9745,1690310,Emilia,"Ела, Хабиби"
Gesaffelstein - Lost in the Fire,930,6.0,2,(x1),3669,1688903,Gesaffelstein,Lost in the Fire
"Galena - По, по, по",378,66.0,1,(x14),18212,1670361,Galena,"По, по, по"
Galena - Welcome to Bulgaria,626,64.0,1,(x22),9273,1669985,Galena,Welcome to Bulgaria
Sam Smith - Unholy,357,155.0,1,(x61),16781,1638472,Sam Smith,Unholy
V:RGO - SULZI,465,62.0,1,(x12),12751,1624519,V:RGO,SULZI
Galena - Euphoria,572,92.0,1,(x20),10539,1616707,Galena,Euphoria
Lil Nas X - INDUSTRY BABY,499,251.0,1,(x77),8579,1616475,Lil Nas X,INDUSTRY BABY
Gunna - fukumean,477,41.0,7,,6134,1615830,Gunna,fukumean
Sabi - Не си ме давай,461,114.0,1,(x1),8530,1582726,Sabi,Не си ме давай
Torino - Plan B,608,,11,,4130,1569061,Torino,Plan B
Galena - Ти не си за мен,750,61.0,1,(x5),8470,1540651,Galena,Ти не си за мен
MOMO RECORDS - MARGINALA,352,77.0,3,(x19),8870,1532162,MOMO RECORDS,MARGINALA
MBT - Tishinata im,295,85.0,1,(x3),12703,1519025,MBT,Tishinata im
Kanye West - Heartless,769,,38,,3740,1512705,Kanye West,Heartless
Galin - DALE BABY,188,33.0,1,(x28),31210,1483448,Galin,DALE BABY
Marso - Kradena,519,,12,,4232,1468441,Marso,Kradena
Medi - Maria,709,25.0,4,,4153,1457863,Medi,Maria
Andrea - Losha,210,101.0,1,(x2),12531,1445700,Andrea,Losha
The Weeknd - Die For You,664,,11,,3666,1443616,The Weeknd,Die For You
Djordan - Krasiv geroy,520,55.0,6,,4558,1442464,Djordan,Krasiv geroy
MBT - Nqma Kak,586,,28,,3977,1441459,MBT,Nqma Kak
Eminem - Without Me,851,,44,,3125,1436984,Eminem,Without Me
Galena - Горчиво,462,26.0,2,(x14),9089,1433006,Galena,Горчиво
The Weeknd - The Hills,929,31.0,3,(x2),2370,1430027,The Weeknd,The Hills
Måneskin - Beggin',523,132.0,1,(x35),9497,1426767,Måneskin,Beggin'
Teddy Swims - Lose Control,300,19.0,4,,7471,1425639,Teddy Swims,Lose Control
Harry Styles - Watermelon Sugar,858,109.0,3,(x2),3425,1425539,Harry Styles,Watermelon Sugar
SAINt JHN - Roses - Imanbek Remix,639,259.0,2,(x14),4332,1423547,SAINt JHN,Roses - Imanbek Remix
Andrea - Dai Mi Vsichko,357,1.0,10,,7115,1422948,Andrea,Dai Mi Vsichko
Ed Sheeran - Bad Habits,524,155.0,3,(x28),6581,1418031,Ed Sheeran,Bad Habits
Elley Duhé - MIDDLE OF THE NIGHT,555,171.0,1,(x3),4579,1411050,Elley Duhé,MIDDLE OF THE NIGHT
The Weeknd - Heartless,666,44.0,1,(x13),15392,1409538,The Weeknd,Heartless
The Weeknd - One Of The Girls,403,,15,,6022,1406487,The Weeknd,One Of The Girls
Masked Wolf - Astronaut In The Ocean,484,161.0,1,(x43),8018,1404569,Masked Wolf,Astronaut In The Ocean
The Kid LAROI - Stay,526,167.0,1,(x4),10381,1400314,The Kid LAROI,Stay
Preslava - Sladkoto zlo,557,79.0,1,(x12),7561,1396203,Preslava,Sladkoto zlo
Tom Odell - Another Love,803,,20,,2882,1387900,Tom Odell,Another Love
The Neighbourhood - Softcore,734,17.0,6,,2994,1387436,The Neighbourhood,Softcore
Dessita - От кеф да умирам,453,10.0,8,,6613,1386027,Dessita,От кеф да умирам
The Weeknd - I Was Never There,597,,12,,3540,1380912,The Weeknd,I Was Never There
Sabrina Carpenter - Espresso,195,86.0,4,,10863,1368054,Sabrina Carpenter,Espresso
FYRE - Sofia Hills,913,,43,,2388,1367184,FYRE,Sofia Hills
Swedish House Mafia - Moth To A Flame,753,16.0,1,(x4),8253,1365649,Swedish House Mafia,Moth To A Flame
Dua Lipa - Levitating,727,40.0,4,,3756,1363755,Dua Lipa,Levitating
Medi - Да си тук,813,34.0,1,(x3),4800,1340317,Medi,Да си тук
Galena - 100 zhivota,858,57.0,1,(x4),6554,1334032,Galena,100 zhivota
Krisko - Непослушен,431,,20,,5060,1331740,Krisko,Непослушен
VANE$$A - Бавария,276,78.0,1,(x1),10531,1331089,VANE$$A,Бавария
Imagine Dragons - Bones,606,3.0,2,(x1),8943,1315300,Imagine Dragons,Bones
Preslava - Moeto slabo myasto,813,,60,,2793,1313531,Preslava,Moeto slabo myasto
OneRepublic - I Ain't Worried,586,,11,,3805,1311440,OneRepublic,I Ain't Worried
Eminem - The Real Slim Shady,877,,34,,3456,1309089,Eminem,The Real Slim Shady
Artemas - i like the way you kiss me,219,66.0,3,(x14),13772,1305378,Artemas,i like the way you kiss me
Torino - Casanova,542,,37,,3805,1304022,Torino,Casanova
Lost Frequencies - Where Are You Now,719,,17,,3683,1290244,Lost Frequencies,Where Are You Now
Emilia - Turbulence,575,76.0,2,(x3),7847,1286372,Emilia,Turbulence
MBT - Trap Kingx,635,,49,,3368,1285753,MBT,Trap Kingx
Lidia - Лудница,115,63.0,1,(x30),27935,1282731,Lidia,Лудница
Roddy Ricch - The Box,556,150.0,1,(x32),5800,1278224,Roddy Ricch,The Box
Internet Money - Lemonade,590,180.0,1,(x17),4846,1276840,Internet Money,Lemonade
Konstantin - Ne me zasluzhavash,604,,13,,6602,1275589,Konstantin,Ne me zasluzhavash
Tommy Richman - MILLION DOLLAR BABY,176,73.0,2,(x5),18044,1271475,Tommy Richman,MILLION DOLLAR BABY
Dimoff - MAZNA,310,84.0,2,(x8),9682,1266866,Dimoff,MAZNA
Galena - Scandal,747,36.0,3,(x6),4867,1263061,Galena,Scandal
Travis Scott - SICKO MODE,840,45.0,2,(x3),5307,1260718,Travis Scott,SICKO MODE
Måneskin - I WANNA BE YOUR SLAVE,496,93.0,1,(x13),9773,1260106,Måneskin,I WANNA BE YOUR SLAVE
Tedi Aleksandrova - Centrofuga,298,58.0,3,(x13),10832,1251066,Tedi Aleksandrova,Centrofuga
Drake - Jimmy Cooks,616,8.0,3,(x1),6159,1245727,Drake,Jimmy Cooks
Galin - Нашата,450,36.0,3,(x6),5657,1242006,Galin,Нашата
Molec - Euphoria,506,2.0,9,,4213,1240770,Molec,Euphoria
Doja Cat - Paint The Town Red,293,82.0,2,(x31),11079,1236418,Doja Cat,Paint The Town Red
Krisko - Лош или добър,552,,17,,5046,1235602,Krisko,Лош или добър
James Hype - Ferrari,486,78.0,3,(x2),5276,1208851,James Hype,Ferrari
Doja Cat - Woman,517,103.0,4,,5443,1206320,Doja Cat,Woman
Medi - Здрасти,314,15.0,5,,8085,1205375,Medi,Здрасти
Travis Scott - I KNOW ?,415,2.0,7,,11836,1201516,Travis Scott,I KNOW ?
Jung Kook - Seven,370,59.0,1,(x2),10114,1189555,Jung Kook,Seven
