Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Ninho - La vie qu'on mène,2043,43.0,2,(x1),843119,210417662,Ninho,La vie qu'on mène
Naps - La kiffance,1216,246.0,1,(x60),618960,172840149,Naps,La kiffance
The Weeknd - Blinding Lights,1778,188.0,1,(x13),354342,166844642,The Weeknd,Blinding Lights
13 Organisé - Bande organisée,1412,149.0,1,(x71),891358,154237035,13 Organisé,Bande organisée
Jungeli - Petit génie,447,331.0,1,(x139),752468,146035304,Jungeli,Petit génie
Damso - Θ. Macarena,2025,133.0,1,(x72),214747,142188199,Damso,Θ. Macarena
Ninho - Lettre à une femme,1575,98.0,1,(x41),1112221,129669208,Ninho,Lettre à une femme
SDM - Bolide allemand,692,241.0,1,(x43),382792,128672577,SDM,Bolide allemand
Lomepal - Trop beau,1802,82.0,1,(x4),256673,124949177,Lomepal,Trop beau
Tiakola - Meuda,878,202.0,1,(x1),323849,123150005,Tiakola,Meuda
Gazo - DIE,650,189.0,1,(x94),607222,117434863,Gazo,DIE
OBOY - Cabeza,1272,52.0,3,(x2),264230,114723740,OBOY,Cabeza
OBOY - TDB,1010,149.0,1,(x66),546786,113111681,OBOY,TDB
Ninho - Jefe,766,181.0,1,(x90),1280579,109357329,Ninho,Jefe
Tones And I - Dance Monkey,997,154.0,2,(x38),507298,108725445,Tones And I,Dance Monkey
Harry Styles - As It Was,879,146.0,1,(x12),349072,107578083,Harry Styles,As It Was
Soolking - Casanova,475,204.0,1,(x19),483328,105335647,Soolking,Casanova
Tom Odell - Another Love,1383,,15,,155454,101079922,Tom Odell,Another Love
PNL - Au DD,1139,75.0,1,(x54),1541690,100621150,PNL,Au DD
Heuss L'enfoiré - Saiyan,510,186.0,1,(x31),469011,98721690,Heuss L'enfoiré,Saiyan
Ninho - Putana,1334,29.0,3,(x1),643946,97930857,Ninho,Putana
Alonzo - TOUT VA BIEN,558,196.0,1,(x35),815517,97455479,Alonzo,TOUT VA BIEN
Werenoi - Laboratoire,594,52.0,7,,263661,95731067,Werenoi,Laboratoire
Miley Cyrus - Flowers,616,161.0,1,(x47),567419,94095173,Miley Cyrus,Flowers
Favé - FLASHBACK,405,144.0,2,(x62),452858,91296336,Favé,FLASHBACK
Favé - Urus,743,59.0,2,(x4),284984,91278777,Favé,Urus
OBOY - Avec Toi,1214,,32,,121614,91231620,OBOY,Avec Toi
Soolking - Balader,721,172.0,2,(x38),335466,89759147,Soolking,Balader
Werenoi - Solitaire,806,,13,,196456,89500794,Werenoi,Solitaire
Ninho - Maman ne le sait pas,989,83.0,1,(x1),1011805,87592520,Ninho,Maman ne le sait pas
Gradur - Ne reviens pas,580,153.0,1,(x63),792309,87290321,Gradur,Ne reviens pas
iñigo quintero - Si No Estás,390,176.0,1,(x9),534916,85620867,iñigo quintero,Si No Estás
David Guetta - I'm Good (Blue),786,110.0,2,(x1),425903,85512579,David Guetta,I'm Good (Blue)
