Artist and Title,Streams,Daily,Artist,Song
Harry Styles - As It Was,3596667893,1812690.0,Harry Styles,As It Was
SZA - Kill Bill,2141271339,2139900.0,SZA,Kill Bill
Manuel Turizo - La Bachata,1954231864,1347843.0,Manuel Turizo,La Bachata
Bad Bunny - Me Porto Bonito,1927299960,727615.0,Bad Bunny,Me Porto Bonito
David Guetta - I’m Good (Blue),1859576087,1284901.0,David Guetta,I’m Good (Blue)
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",1789896833,613571.0,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Taylor Swift - Anti-Hero,1690584795,885655.0,Taylor Swift,Anti-Hero
Sam Smith - Unholy,1654055279,739063.0,Sam Smith,Unholy
Bad Bunny - Tití Me Preguntó,1598606869,533974.0,Bad Bunny,Tití Me Preguntó
Bad Bunny - Ojitos Lindos,1523801645,649986.0,Bad Bunny,Ojitos Lindos
Rema - Calm Down,1509308219,812646.0,Rema,Calm Down
Metro Boomin - Creepin',1447748842,776720.0,Metro Boomin,Creepin'
Bad Bunny - Efecto,1378096657,552272.0,Bad Bunny,Efecto
Imagine Dragons - Bones,1371373563,1047856.0,Imagine Dragons,Bones
Joji - Glimpse of Us,1369184060,1042343.0,Joji,Glimpse of Us
KAROL G - PROVENZA,1315057449,790758.0,KAROL G,PROVENZA
d4vd - Romantic Homicide,1312804798,1376962.0,d4vd,Romantic Homicide
Noah Kahan - Stick Season,1232816076,1717982.0,Noah Kahan,Stick Season
JVKE - golden hour,1227921100,751954.0,JVKE,golden hour
Steve Lacy - Bad Habit,1210991746,989872.0,Steve Lacy,Bad Habit
SZA - Snooze,1203538640,1538003.0,SZA,Snooze
Bad Bunny - Moscow Mule,1194093870,513922.0,Bad Bunny,Moscow Mule
Rosa Linn - SNAP,1139873100,601042.0,Rosa Linn,SNAP
Stephen Sanchez - Until I Found You,1122425084,811012.0,Stephen Sanchez,Until I Found You
ROSALÍA - DESPECHÁ,1099263392,711576.0,ROSALÍA,DESPECHÁ
Zach Bryan - Something in the Orange,1074122639,1320156.0,Zach Bryan,Something in the Orange
Feid - Feliz Cumpleaños Ferxxo,1063985349,850940.0,Feid,Feliz Cumpleaños Ferxxo
Ozuna - Hey Mor,1062979161,489004.0,Ozuna,Hey Mor
Drake - Jimmy Cooks,1058070512,595448.0,Drake,Jimmy Cooks
Sabrina Carpenter - Nonsense,1051153356,1603869.0,Sabrina Carpenter,Nonsense
Nicky Youre - Sunroof,1022953368,913700.0,Nicky Youre,Sunroof
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),1017702818,444450.0,Charlie Puth,Left and Right (Feat. Jung Kook of BTS)
Harry Styles - Late Night Talking,1014556088,437412.0,Harry Styles,Late Night Talking
Becky G - MAMIII,1007864818,663569.0,Becky G,MAMIII
Swedish House Mafia - Moth To A Flame,972817416,790864.0,Swedish House Mafia,Moth To A Flame
Camila Cabello - Bam Bam,954081220,322739.0,Camila Cabello,Bam Bam
Future - WAIT FOR U,904032875,847200.0,Future,WAIT FOR U
Yandel - Yandel 150,889377351,359806.0,Yandel,Yandel 150
Bad Bunny - Neverita,881124077,281906.0,Bad Bunny,Neverita
RAYE - Escapism.,880858606,639606.0,RAYE,Escapism.
Post Malone - I Like You (A Happier Song),880581789,348307.0,Post Malone,I Like You (A Happier Song)
Lizzo - About Damn Time,877055841,209872.0,Lizzo,About Damn Time
Benson Boone - In The Stars,872000382,1119803.0,Benson Boone,In The Stars
Jack Harlow - First Class,855350024,207643.0,Jack Harlow,First Class
Drake - Rich Flex,854238516,295670.0,Drake,Rich Flex
Taylor Swift - Karma,847569946,463763.0,Taylor Swift,Karma
Beyoncé - CUFF IT,839332140,275395.0,Beyoncé,CUFF IT
Feid - Normal,821013781,709671.0,Feid,Normal
Mora - LA INOCENTE,811397646,455395.0,Mora,LA INOCENTE
Carin Leon - Que Vuelvas,802651122,890322.0,Carin Leon,Que Vuelvas
Metro Boomin - Too Many Nights,802283264,895988.0,Metro Boomin,Too Many Nights
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],798905650,621176.0,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown]
Bad Bunny - Tarot,795544711,335044.0,Bad Bunny,Tarot
Meghan Trainor - Made You Look,793543534,697516.0,Meghan Trainor,Made You Look
BLACKPINK - Pink Venom,790672978,468675.0,BLACKPINK,Pink Venom
Panic! At The Disco - House of Memories,786282932,526261.0,Panic! At The Disco,House of Memories
Øneheart - snowfall,770961103,901922.0,Øneheart,snowfall
iñigo quintero - Si No Estás,767363938,698480.0,iñigo quintero,Si No Estás
Bad Bunny - Party,761688960,245283.0,Bad Bunny,Party
Taylor Swift - Lavender Haze,761365416,394543.0,Taylor Swift,Lavender Haze
Morgan Wallen - You Proof,756346530,663365.0,Morgan Wallen,You Proof
Arcángel - La Jumpa,756141057,274133.0,Arcángel,La Jumpa
The Weeknd - Is There Someone Else?,756000182,711328.0,The Weeknd,Is There Someone Else?
Rauw Alejandro - LOKERA,750064507,696393.0,Rauw Alejandro,LOKERA
Shakira - Te Felicito,747202445,209985.0,Shakira,Te Felicito
Central Cee - Doja,744731500,432977.0,Central Cee,Doja
Metro Boomin - Trance,744724885,871921.0,Metro Boomin,Trance
Natanael Cano - AMG,734503569,575904.0,Natanael Cano,AMG
Kordhell - MURDER IN MY MIND,728107177,391246.0,Kordhell,MURDER IN MY MIND
SZA - Nobody Gets Me,725013528,1516893.0,SZA,Nobody Gets Me
Lil Uzi Vert - Just Wanna Rock,721294730,528753.0,Lil Uzi Vert,Just Wanna Rock
Taylor Swift - Midnight Rain,706955548,450375.0,Taylor Swift,Midnight Rain
BLACKPINK - Shut Down,701424897,389017.0,BLACKPINK,Shut Down
Libianca - People,694683845,380976.0,Libianca,People
Dove Cameron - Boyfriend,680725777,291969.0,Dove Cameron,Boyfriend
James Hype - Ferrari,680199968,341081.0,James Hype,Ferrari
NewJeans - Ditto,677765824,467527.0,NewJeans,Ditto
Billie Eilish - TV,657254646,796966.0,Billie Eilish,TV
Quevedo - PUNTO G,649055410,296944.0,Quevedo,PUNTO G
"Taylor Swift - You're On Your Own, Kid",646649127,558257.0,Taylor Swift,"You're On Your Own, Kid"
Grupo Frontera - NO SE VA,645930914,462010.0,Grupo Frontera,NO SE VA
Bad Bunny - La Corriente,628373223,234792.0,Bad Bunny,La Corriente
Feid - CHORRITO PA LAS ANIMAS,622749530,437247.0,Feid,CHORRITO PA LAS ANIMAS
JID - Surround Sound,622227398,456831.0,JID,Surround Sound
Rema - Calm Down,620932158,230957.0,Rema,Calm Down
Charlie Puth - Light Switch,619920883,185917.0,Charlie Puth,Light Switch
Lizzy McAlpine - ceilings,619142439,739932.0,Lizzy McAlpine,ceilings
Tiësto - 10:35,612558549,481750.0,Tiësto,10:35
Imanbek - Belly Dancer,602709856,385882.0,Imanbek,Belly Dancer
NewJeans - Hype Boy,598832060,372542.0,NewJeans,Hype Boy
Bad Bunny - Un Coco,597360478,430651.0,Bad Bunny,Un Coco
Taylor Swift - Bejeweled,584930287,396453.0,Taylor Swift,Bejeweled
Ryan Castro - Jordan,580794929,174319.0,Ryan Castro,Jordan
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),580509944,190874.0,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS)
Nicki Minaj - Super Freaky Girl,579454925,222708.0,Nicki Minaj,Super Freaky Girl
ThxSoMch - SPIT IN MY FACE!,577215807,418017.0,ThxSoMch,SPIT IN MY FACE!
Christian Nodal - Ya No Somos Ni Seremos,574145267,761170.0,Christian Nodal,Ya No Somos Ni Seremos
Danny Ocean - Fuera del mercado,573882867,561595.0,Danny Ocean,Fuera del mercado
Rels B - cómo dormiste?,573463385,360369.0,Rels B,cómo dormiste?
Bad Bunny - Después de la Playa,569880212,167417.0,Bad Bunny,Después de la Playa
Fuerza Regida - Ch y la Pizza,565561954,274120.0,Fuerza Regida,Ch y la Pizza
Pritam - Kesariya,558855193,315484.0,Pritam,Kesariya
Quevedo - VISTA AL MAR,557029605,320249.0,Quevedo,VISTA AL MAR
Luke Combs - The Kind of Love We Make,550770184,524729.0,Luke Combs,The Kind of Love We Make
Harry Styles - Matilda,546872899,420103.0,Harry Styles,Matilda
SZA - Open Arms,535729502,969069.0,SZA,Open Arms
Jin - The Astronaut,532864869,629649.0,Jin,The Astronaut
Bad Bunny - Un Ratito,531627271,196581.0,Bad Bunny,Un Ratito
Shakira - Monotonía,524615732,194906.0,Shakira,Monotonía
MEDUZA - Bad Memories,518483047,401786.0,MEDUZA,Bad Memories
Dean Lewis - How Do I Say Goodbye,514531571,454480.0,Dean Lewis,How Do I Say Goodbye
SZA - Shirt,513368246,238731.0,SZA,Shirt
Feid - Ferxxo 100,509867357,464435.0,Feid,Ferxxo 100
King - Maan Meri Jaan,506257677,278479.0,King,Maan Meri Jaan
LE SSERAFIM - ANTIFRAGILE,504634630,344246.0,LE SSERAFIM,ANTIFRAGILE
Conan Gray - Memories,498873668,437018.0,Conan Gray,Memories
Hotel Ugly - Shut up My Moms Calling (Sped up),496402454,581510.0,Hotel Ugly,Shut up My Moms Calling (Sped up)
KAROL G - CAIRO,492888115,342257.0,KAROL G,CAIRO
SZA - Low,492761493,296917.0,SZA,Low
Tate McRae - she's all i wanna be,492208643,460282.0,Tate McRae,she's all i wanna be
Taylor Swift - Maroon,491680161,326257.0,Taylor Swift,Maroon
Coi Leray - Players,491583367,179805.0,Coi Leray,Players
ROSALÍA - LA FAMA,487574517,185254.0,ROSALÍA,LA FAMA
Anggi Marito - Tak Segampang Itu,486536664,608960.0,Anggi Marito,Tak Segampang Itu
Suki Waterhouse - Good Looking,485884139,832232.0,Suki Waterhouse,Good Looking
The Weeknd - Out of Time,485466598,279430.0,The Weeknd,Out of Time
Harry Styles - Satellite,483183243,222172.0,Harry Styles,Satellite
Kendrick Lamar - N95,477747949,320882.0,Kendrick Lamar,N95
Bad Bunny - Andrea,474716009,297475.0,Bad Bunny,Andrea
BTS - Run BTS,472535833,263814.0,BTS,Run BTS
Bad Bunny - Otro Atardecer,470165646,298021.0,Bad Bunny,Otro Atardecer
Bailey Zimmerman - Rock and A Hard Place,466319030,376082.0,Bailey Zimmerman,Rock and A Hard Place
Bad Bunny - Dos Mil 16,462702802,253377.0,Bad Bunny,Dos Mil 16
Future - PUFFIN ON ZOOTIEZ,462495720,475573.0,Future,PUFFIN ON ZOOTIEZ
Lauren Spencer Smith - Fingers Crossed,462458608,233059.0,Lauren Spencer Smith,Fingers Crossed
Beyoncé - BREAK MY SOUL,462283519,117798.0,Beyoncé,BREAK MY SOUL
La Adictiva - JGL,462215625,149122.0,La Adictiva,JGL
Yuridia - Qué Agonía,461963297,364752.0,Yuridia,Qué Agonía
KAROL G - GATÚBELA,459545613,214740.0,KAROL G,GATÚBELA
Taylor Swift - Snow On The Beach,453264846,196201.0,Taylor Swift,Snow On The Beach
Ñengo Flow - Gato de Noche,450814967,157671.0,Ñengo Flow,Gato de Noche
Lil Nas X - STAR WALKIN' (League of Legends Worlds Anthem),450295332,158027.0,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem)
Dxrk ダーク - RAVE,448684520,219072.0,Dxrk ダーク,RAVE
Burna Boy - Last Last,447041303,218068.0,Burna Boy,Last Last
Central Cee - LET GO,446915381,201918.0,Central Cee,LET GO
Marília Mendonça - Leão,446660488,179041.0,Marília Mendonça,Leão
The 1975 - About You,443608060,745451.0,The 1975,About You
Sufjan Stevens - Fourth of July,441382467,446149.0,Sufjan Stevens,Fourth of July
Kodak Black - Super Gremlin,440475484,176583.0,Kodak Black,Super Gremlin
Jung Kook - Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],439320631,157204.0,Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]
Wisin & Yandel - Besos Moja2,438925269,147342.0,Wisin & Yandel,Besos Moja2
Eden Muñoz - Chale,438488484,184988.0,Eden Muñoz,Chale
Quavo - HOTEL LOBBY (Unc & Phew),437853686,311548.0,Quavo,HOTEL LOBBY (Unc & Phew)
Taylor Swift - Vigilante Shit,432432363,279833.0,Taylor Swift,Vigilante Shit
Chris Jedi - La Llevo Al Cielo (Ft. Ñengo Flow),431834848,160125.0,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow)
Marshmello - Numb,429377317,186882.0,Marshmello,Numb
Harry Styles - Music For a Sushi Restaurant,426893325,148392.0,Harry Styles,Music For a Sushi Restaurant
LF SYSTEM - Afraid To Feel,425543610,373725.0,LF SYSTEM,Afraid To Feel
Isabel LaRosa - i'm yours,425048503,847616.0,Isabel LaRosa,i'm yours
Alesso - Words,424464730,241753.0,Alesso,Words
NewJeans - Attention,424066435,266407.0,NewJeans,Attention
IVE - LOVE DIVE,424041898,181156.0,IVE,LOVE DIVE
Daddy Yankee - X ÚLTIMA VEZ,423594067,110123.0,Daddy Yankee,X ÚLTIMA VEZ
Peso Pluma - Siempre Pendientes,422477141,165824.0,Peso Pluma,Siempre Pendientes
Grupo Marca Registrada - El Rescate,421191457,273554.0,Grupo Marca Registrada,El Rescate
Jax Jones - Where Did You Go?,420441207,181794.0,Jax Jones,Where Did You Go?
Rauw Alejandro - PUNTO 40,420311621,173884.0,Rauw Alejandro,PUNTO 40
David Guetta - Crazy What Love Can Do,414860730,262926.0,David Guetta,Crazy What Love Can Do
Ayra Starr - Rush,413099026,280258.0,Ayra Starr,Rush
Junior H - El Hijo Mayor,409665861,453072.0,Junior H,El Hijo Mayor
Alok - Deep Down,408830644,430363.0,Alok,Deep Down
Lasso - Ojos Marrones,408559055,301871.0,Lasso,Ojos Marrones
The Weeknd - Sacrifice,405181846,154175.0,The Weeknd,Sacrifice
Joji - Die For You,401287376,291750.0,Joji,Die For You
Rihanna - Lift Me Up,399074297,148479.0,Rihanna,Lift Me Up
Luis R Conriquez - El Gavilán,398313440,376058.0,Luis R Conriquez,El Gavilán
Harry Styles - Daylight,398122532,174885.0,Harry Styles,Daylight
Kenshi Yonezu - KICK BACK,397785619,283315.0,Kenshi Yonezu,KICK BACK
Shubh - No Love,393675528,190855.0,Shubh,No Love
Bad Bunny - Un Verano Sin Ti,393674974,260029.0,Bad Bunny,Un Verano Sin Ti
Bad Bunny - Yo No Soy Celoso,393416727,146243.0,Bad Bunny,Yo No Soy Celoso
Drake - Spin Bout U,392575348,305555.0,Drake,Spin Bout U
Mora - MEMORIAS,392146894,217440.0,Mora,MEMORIAS
IVE - After LIKE,391859451,172411.0,IVE,After LIKE
Bad Bunny - Me Fui de Vacaciones,390269584,146344.0,Bad Bunny,Me Fui de Vacaciones
Em Beihold - Numb Little Bug,390268253,214442.0,Em Beihold,Numb Little Bug
BLACKPINK - Typa Girl,387783628,236518.0,BLACKPINK,Typa Girl
Rex Orange County - THE SHADE,387700369,287005.0,Rex Orange County,THE SHADE
Morgan Wallen - Thought You Should Know,387056674,300102.0,Morgan Wallen,Thought You Should Know
Armani White - BILLIE EILISH.,386952895,195249.0,Armani White,BILLIE EILISH.
Oscar Maydon - Los Collares,386727832,461839.0,Oscar Maydon,Los Collares
Harry Styles - Little Freak,385210064,218443.0,Harry Styles,Little Freak
LiL CaKe - MERCHO,383696548,106761.0,LiL CaKe,MERCHO
NLE Choppa - SLUT ME OUT,383658454,260899.0,NLE Choppa,SLUT ME OUT
Gunna - pushin P,382981717,103831.0,Gunna,pushin P
Yeat - Out thë way,382206710,332964.0,Yeat,Out thë way
Megan Thee Stallion - Sweetest Pie,380489515,158854.0,Megan Thee Stallion,Sweetest Pie
Raim Laode - Komang,379835440,436067.0,Raim Laode,Komang
Florida Georgia Line - Up Down,377946947,146955.0,Florida Georgia Line,Up Down
Quevedo - PLAYA DEL INGLÉS,376721943,206817.0,Quevedo,PLAYA DEL INGLÉS
Taylor Swift - Mastermind,375344748,276065.0,Taylor Swift,Mastermind
Bad Bunny - Enséñame a Bailar,374306095,177157.0,Bad Bunny,Enséñame a Bailar
Polimá Westcoast - ULTRA SOLO,373197711,91523.0,Polimá Westcoast,ULTRA SOLO
Bad Bunny - Aguacero,369015105,203760.0,Bad Bunny,Aguacero
Montell Fish - Hotel,368126953,572446.0,Montell Fish,Hotel
Omar Apollo - Evergreen (You Didn’t Deserve Me At All),367850694,319762.0,Omar Apollo,Evergreen (You Didn’t Deserve Me At All)
Shae Gill - Pasoori,364904547,134022.0,Shae Gill,Pasoori
Måneskin - THE LONELIEST,364276074,241957.0,Måneskin,THE LONELIEST
Steve Lacy - Static,362526468,267692.0,Steve Lacy,Static
Oxlade - KU LO SA,361349034,234693.0,Oxlade,KU LO SA
Metro Boomin - Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],360640502,269059.0,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]
Polimá Westcoast - ULTRA SOLO REMIX,360612333,128477.0,Polimá Westcoast,ULTRA SOLO REMIX
Gustavo Mioto - Eu Gosto Assim,360055251,101731.0,Gustavo Mioto,Eu Gosto Assim
Cris Mj - Marisola,357730125,212400.0,Cris Mj,Marisola
Eliza Rose - B.O.T.A. (Baddest Of Them All),357453350,194763.0,Eliza Rose,B.O.T.A. (Baddest Of Them All)
El Chachito - En Paris,357367607,131650.0,El Chachito,En Paris
Brent Faiyaz - ALL MINE,357236959,371458.0,Brent Faiyaz,ALL MINE
BTS - Yet To Come,356894844,88077.0,BTS,Yet To Come
Israel & Rodolffo - Bombonzinho,355916929,65422.0,Israel & Rodolffo,Bombonzinho
Lizzo - 2 Be Loved (Am I Ready),354429426,134360.0,Lizzo,2 Be Loved (Am I Ready)
Harry Styles - Keep Driving,352979644,170929.0,Harry Styles,Keep Driving
Hugo & Guilherme - Mal Feito,350620436,89883.0,Hugo & Guilherme,Mal Feito
Fuerza Regida - Igualito a Mi Apá,349647782,234016.0,Fuerza Regida,Igualito a Mi Apá
Bad Bunny - Agosto,348711212,177935.0,Bad Bunny,Agosto
Luis Mexia - Calidad,348380238,314117.0,Luis Mexia,Calidad
Kendrick Lamar - Die Hard,347804958,203216.0,Kendrick Lamar,Die Hard
Alejo - Pantysito,347361987,102304.0,Alejo,Pantysito
Tulus - Hati-Hati di Jalan,345274065,346378.0,Tulus,Hati-Hati di Jalan
Noah Kahan - Northern Attitude,344564022,501064.0,Noah Kahan,Northern Attitude
Fuerza Regida - Billete Grande (En Vivo),343509096,296755.0,Fuerza Regida,Billete Grande (En Vivo)
Shawn Mendes - When You're Gone,340672697,122111.0,Shawn Mendes,When You're Gone
Post Malone - Cooped Up,340377847,85796.0,Post Malone,Cooped Up
Nathan Dawe - 21 Reasons,338632622,233977.0,Nathan Dawe,21 Reasons
LE SSERAFIM - FEARLESS (2023 Ver.),338395287,193070.0,LE SSERAFIM,FEARLESS (2023 Ver.)
Gunna - P power,337933066,259577.0,Gunna,P power
Lady Gaga - Hold My Hand,337764315,172525.0,Lady Gaga,Hold My Hand
MUPP - vendetta!,337193537,124778.0,MUPP,vendetta!
Jessica Darrow - Surface Pressure,337180719,147388.0,Jessica Darrow,Surface Pressure
Måneskin - SUPERMODEL,334975265,183005.0,Måneskin,SUPERMODEL
Felix Jaehn - Call It Love,331075580,320259.0,Felix Jaehn,Call It Love
Kaifi Khalil - Kahani Suno 2.0,329543551,306304.0,Kaifi Khalil,Kahani Suno 2.0
NLE Choppa - Capo,328486953,181419.0,NLE Choppa,Capo
NAYEON - POP!,326659785,227048.0,NAYEON,POP!
Dave - Starlight,323850371,196994.0,Dave,Starlight
George Ezra - Green Green Grass,323674601,147191.0,George Ezra,Green Green Grass
Chance Peña - In My Room,322274450,424830.0,Chance Peña,In My Room
"Bizarrap - Villano Antillano: Bzrp Music Sessions, Vol. 51",321641736,123083.0,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51"
Tiago PZK - Entre Nosotros (Remix) [con Nicki Nicole],321129313,138234.0,Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole]
Feid - Prohibidox,319817773,226110.0,Feid,Prohibidox
Banda MS de Sergio Lizárraga - Ojos Cerrados,319457815,363254.0,Banda MS de Sergio Lizárraga,Ojos Cerrados
Stray Kids - MANIAC,319407117,202206.0,Stray Kids,MANIAC
TWISTED - WORTH NOTHING,318572998,133324.0,TWISTED,WORTH NOTHING
Black Eyed Peas - DON'T YOU WORRY,318565578,99899.0,Black Eyed Peas,DON'T YOU WORRY
Imagine Dragons - Sharks,318488332,290349.0,Imagine Dragons,Sharks
Jung Kook - Stay Alive (Prod. SUGA of BTS),317559729,122426.0,Jung Kook,Stay Alive (Prod. SUGA of BTS)
The Kid LAROI - THOUSAND MILES,317393638,131392.0,The Kid LAROI,THOUSAND MILES
Cults - Gilded Lily,316754833,361191.0,Cults,Gilded Lily
The Weeknd - Less Than Zero,315434215,238057.0,The Weeknd,Less Than Zero
Taylor Swift - Question...?,314022881,157130.0,Taylor Swift,Question...?
