Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Feid - Feliz Cumpleaños Ferxxo,797,339.0,1,(x51),368859,117046351,Feid,Feliz Cumpleaños Ferxxo
Feid - Normal,839,263.0,1,(x6),573588,104520232,Feid,Normal
Manuel Turizo - La Bachata,875,221.0,2,(x21),224625,103865713,Manuel Turizo,La Bachata
Ozuna - Hey Mor,748,321.0,1,(x75),296495,102160082,Ozuna,Hey Mor
Feid - LUNA,328,328.0,1,(x181),451117,97773993,Feid,LUNA
Ryan Castro - Monastery,1077,190.0,1,(x107),192985,96213676,Ryan Castro,Monastery
Bad Bunny - Me Porto Bonito,885,249.0,1,(x49),467419,94397465,Bad Bunny,Me Porto Bonito
J Balvin - LA CANCIÓN,1943,207.0,2,(x10),96044,94362368,J Balvin,LA CANCIÓN
Mora - LA INOCENTE,937,121.0,8,,156162,90244275,Mora,LA INOCENTE
Feid - Ferxxo 100,874,191.0,3,(x2),270304,89706528,Feid,Ferxxo 100
Yandel - Yandel 150,664,200.0,1,(x56),430442,88066860,Yandel,Yandel 150
Feid - Classy 101,573,316.0,1,(x18),383121,86954415,Feid,Classy 101
Feid - CHORRITO PA LAS ANIMAS,692,232.0,1,(x1),292367,86224569,Feid,CHORRITO PA LAS ANIMAS
KAROL G - AMARGURA,608,388.0,2,(x5),239752,84602975,KAROL G,AMARGURA
KAROL G - PROVENZA,916,122.0,1,(x14),266696,83850320,KAROL G,PROVENZA
Bad Bunny - Ojitos Lindos,890,148.0,1,(x13),458928,80031739,Bad Bunny,Ojitos Lindos
Ryan Castro - Jordan,1236,262.0,2,(x2),153137,79009892,Ryan Castro,Jordan
Bad Bunny - PERRO NEGRO,377,255.0,1,(x56),713227,76555702,Bad Bunny,PERRO NEGRO
Plan B - Es un Secreto,1363,,18,,114136,74273714,Plan B,Es un Secreto
Bad Bunny - Efecto,817,216.0,3,(x27),315082,73821951,Bad Bunny,Efecto
Danny Ocean - Me Rehúso,2853,303.0,1,(x27),71027,72580885,Danny Ocean,Me Rehúso
KAROL G - QLONA,440,256.0,1,(x48),283146,70844585,KAROL G,QLONA
Jay Wheeler - La Curiosidad,1580,185.0,2,(x22),112764,69872069,Jay Wheeler,La Curiosidad
