Artist and Title,Streams,Daily,Artist,Song
The Police - Every Breath You Take,2254870079,1437656.0,The Police,Every Breath You Take
a-ha - Take on Me,2106852708,1026378.0,a-ha,Take on Me
Guns N' Roses - Sweet Child O' Mine,2027016816,1019319.0,Guns N' Roses,Sweet Child O' Mine
Queen - Another One Bites The Dust,1997415554,972679.0,Queen,Another One Bites The Dust
TOTO - Africa,1922256283,980935.0,TOTO,Africa
Fleetwood Mac - Dreams,1826209228,1248632.0,Fleetwood Mac,Dreams
Tears For Fears - Everybody Wants To Rule The World,1822664185,1271183.0,Tears For Fears,Everybody Wants To Rule The World
Bon Jovi - Livin' On A Prayer,1729422352,1009763.0,Bon Jovi,Livin' On A Prayer
Queen - Under Pressure,1723774577,710373.0,Queen,Under Pressure
AC/DC - Back In Black,1682576922,877210.0,AC/DC,Back In Black
Wham! - Last Christmas,1534287235,448112.0,Wham!,Last Christmas
Eurythmics - Sweet Dreams (Are Made of This),1505255346,987082.0,Eurythmics,Sweet Dreams (Are Made of This)
Survivor - Eye of the Tiger,1389001627,823178.0,Survivor,Eye of the Tiger
AC/DC - You Shook Me All Night Long,1312607391,961021.0,AC/DC,You Shook Me All Night Long
Whitney Houston - I Wanna Dance with Somebody (Who Loves Me),1308925270,683652.0,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me)
Bryan Adams - Summer Of '69,1305029243,613170.0,Bryan Adams,Summer Of '69
Kate Bush - Running Up That Hill (A Deal With God),1288466660,518597.0,Kate Bush,Running Up That Hill (A Deal With God)
Cyndi Lauper - Girls Just Want to Have Fun,1279847767,712796.0,Cyndi Lauper,Girls Just Want to Have Fun
Guns N' Roses - Welcome To The Jungle,1269968661,613067.0,Guns N' Roses,Welcome To The Jungle
Elton John - I'm Still Standing,1207451311,842663.0,Elton John,I'm Still Standing
Bon Jovi - You Give Love A Bad Name,1206935012,733720.0,Bon Jovi,You Give Love A Bad Name
The Clash - Should I Stay or Should I Go,1148867219,758287.0,The Clash,Should I Stay or Should I Go
Guns N' Roses - Paradise City,1139756763,468598.0,Guns N' Roses,Paradise City
Daryl Hall & John Oates - You Make My Dreams (Come True),1115702405,729160.0,Daryl Hall & John Oates,You Make My Dreams (Come True)
U2 - With Or Without You,1110057225,498906.0,U2,With Or Without You
Fleetwood Mac - Go Your Own Way,1054723231,469408.0,Fleetwood Mac,Go Your Own Way
The Outfield - Your Love,1043568434,1261993.0,The Outfield,Your Love
Wham! - Wake Me Up Before You Go-Go,1027339362,535272.0,Wham!,Wake Me Up Before You Go-Go
Bob Marley & The Wailers - Could You Be Loved,1021832588,,Bob Marley & The Wailers,Could You Be Loved
Billy Joel - Uptown Girl,1018684799,560662.0,Billy Joel,Uptown Girl
Fleetwood Mac - Everywhere,1001869006,634808.0,Fleetwood Mac,Everywhere
Queen - Crazy Little Thing Called Love,988680371,730212.0,Queen,Crazy Little Thing Called Love
Simple Minds - Don't You (Forget About Me),971920351,508685.0,Simple Minds,Don't You (Forget About Me)
Tracy Chapman - Fast Car,962604678,416061.0,Tracy Chapman,Fast Car
Pixies - Where Is My Mind?,962350333,589774.0,Pixies,Where Is My Mind?
Van Halen - Jump,936282547,443727.0,Van Halen,Jump
Foreigner - I Want to Know What Love Is,928983949,758278.0,Foreigner,I Want to Know What Love Is
Metallica - Master Of Puppets (Remastered),924239744,496366.0,Metallica,Master Of Puppets (Remastered)
Cyndi Lauper - Time After Time,923727050,578902.0,Cyndi Lauper,Time After Time
Men At Work - Down Under,922777694,756095.0,Men At Work,Down Under
Soft Cell - Tainted Love,898285307,646781.0,Soft Cell,Tainted Love
Rick Astley - Never Gonna Give You Up,898020892,471011.0,Rick Astley,Never Gonna Give You Up
Bruce Springsteen - Dancing In the Dark,848889258,786062.0,Bruce Springsteen,Dancing In the Dark
The Proclaimers - I'm Gonna Be (500 Miles),811868063,300574.0,The Proclaimers,I'm Gonna Be (500 Miles)
Katrina & The Waves - Walking On Sunshine,805856124,355141.0,Katrina & The Waves,Walking On Sunshine
U2 - I Still Haven't Found What I'm Looking For,767318572,367425.0,U2,I Still Haven't Found What I'm Looking For
Luis Miguel - Ahora Te Puedes Marchar,762818203,388327.0,Luis Miguel,Ahora Te Puedes Marchar
Phil Collins - In The Air Tonight,755726733,339385.0,Phil Collins,In The Air Tonight
Tom Petty - Free Fallin',752995185,285036.0,Tom Petty,Free Fallin'
Dire Straits - Walk of Life,737665188,393562.0,Dire Straits,Walk of Life
Daryl Hall & John Oates - Maneater,734172687,827916.0,Daryl Hall & John Oates,Maneater
Chris Isaak - Wicked Game,714261685,689038.0,Chris Isaak,Wicked Game
Culture Club - Karma Chameleon,711229053,351013.0,Culture Club,Karma Chameleon
The Rolling Stones - Start Me Up,711186940,335114.0,The Rolling Stones,Start Me Up
The Smiths - There Is a Light That Never Goes Out,687053707,730559.0,The Smiths,There Is a Light That Never Goes Out
Mötley Crüe - Kickstart My Heart,686092193,382880.0,Mötley Crüe,Kickstart My Heart
Dolly Parton - 9 to 5,679050575,493588.0,Dolly Parton,9 to 5
Hombres G - Devuélveme a mi chica,678305513,366489.0,Hombres G,Devuélveme a mi chica
UB40 - Red Red Wine,676746394,316578.0,UB40,Red Red Wine
Cutting Crew - (I Just) Died In Your Arms,671494360,480788.0,Cutting Crew,(I Just) Died In Your Arms
Crowded House - Don't Dream It's Over,669862635,1189130.0,Crowded House,Don't Dream It's Over
Dexys Midnight Runners - Come On Eileen,666792809,274205.0,Dexys Midnight Runners,Come On Eileen
Bryan Adams - Heaven,666524980,421209.0,Bryan Adams,Heaven
Rick Springfield - Jessie's Girl,652991573,384544.0,Rick Springfield,Jessie's Girl
Queen - I Want To Break Free,649216659,197490.0,Queen,I Want To Break Free
