Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
The Killers - Mr. Brightside,3595,4.0,8,,279141,352518137,The Killers,Mr. Brightside
Lewis Capaldi - Someone You Loved,2118,283.0,1,(x26),667950,311601102,Lewis Capaldi,Someone You Loved
Drake - One Dance,2211,162.0,1,(x101),842439,250269405,Drake,One Dance
The Weeknd - Blinding Lights,1708,237.0,1,(x70),637003,247463966,The Weeknd,Blinding Lights
Vance Joy - Riptide,3163,,11,,220296,232723898,Vance Joy,Riptide
Ed Sheeran - Shape of You,1533,139.0,1,(x59),1322199,213521308,Ed Sheeran,Shape of You
Oasis - Wonderwall - Remastered,2993,5.0,8,,426238,199588710,Oasis,Wonderwall - Remastered
Arctic Monkeys - Do I Wanna Know?,3171,,18,,176130,196821966,Arctic Monkeys,Do I Wanna Know?
Dave - Location,1745,47.0,8,,357744,196773496,Dave,Location
Harry Styles - As It Was,897,295.0,1,(x60),1247683,193697613,Harry Styles,As It Was
James Arthur - Say You Won't Let Go,2239,118.0,1,(x31),561464,185698799,James Arthur,Say You Won't Let Go
Glass Animals - Heat Waves,1192,254.0,2,(x9),331529,180197297,Glass Animals,Heat Waves
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,1688,80.0,3,(x6),385222,177779045,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
Mariah Carey - All I Want for Christmas Is You,519,277.0,1,(x76),2643661,177213056,Mariah Carey,All I Want for Christmas Is You
Hozier - Take Me To Church,2251,133.0,2,(x29),240958,176228665,Hozier,Take Me To Church
The Kooks - Naive,2815,,44,,134557,174585532,The Kooks,Naive
Wham! - Last Christmas,516,259.0,1,(x81),2889765,171878873,Wham!,Last Christmas
Noah Kahan - Stick Season,388,179.0,1,(x78),844562,156117856,Noah Kahan,Stick Season
Harry Styles - Watermelon Sugar,1398,72.0,3,(x2),384133,155634637,Harry Styles,Watermelon Sugar
Olivia Rodrigo - good 4 u,887,152.0,1,(x45),1262454,155409881,Olivia Rodrigo,good 4 u
Tom Odell - Another Love,1368,2.0,10,,202765,149401391,Tom Odell,Another Love
