Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Tobias Rahim - STOR MAND,1167,437.0,1,(x107),320337,55103075,Tobias Rahim,STOR MAND
The Weeknd - Blinding Lights,1642,257.0,1,(x26),116186,41600613,The Weeknd,Blinding Lights
Lewis Capaldi - Someone You Loved,2091,6.0,9,,48930,39714480,Lewis Capaldi,Someone You Loved
Suspekt - Gonzo,1948,129.0,3,(x4),83198,37666154,Suspekt,Gonzo
KESI - Blå Himmel,1477,129.0,1,(x21),130260,34295789,KESI,Blå Himmel
Ed Sheeran - Shape of You,1044,149.0,1,(x77),203830,32507208,Ed Sheeran,Shape of You
"Artigeardit - Er Her (Artigeardit, KESI)",1218,93.0,1,(x18),119822,32482993,Artigeardit,"Er Her (Artigeardit, KESI)"
Benny Jamz - Ibiza,1111,188.0,1,(x30),169882,31978049,Benny Jamz,Ibiza
Lukas Graham - 7 Years,1413,164.0,1,(x39),109595,31553637,Lukas Graham,7 Years
Wham! - Last Christmas,579,282.0,1,(x88),358641,31204836,Wham!,Last Christmas
Tobias Rahim - Mucki Bar,864,231.0,1,(x82),145797,29858987,Tobias Rahim,Mucki Bar
James Arthur - Say You Won't Let Go,2066,106.0,2,(x2),88801,29650449,James Arthur,Say You Won't Let Go
Justin Bieber - Love Yourself,1083,160.0,1,(x58),165252,29405609,Justin Bieber,Love Yourself
ICEKIID - ErruDumEllaHvad,1197,142.0,1,(x27),121413,29084754,ICEKIID,ErruDumEllaHvad
Dean Lewis - Be Alright,1832,70.0,5,,65168,29022823,Dean Lewis,Be Alright
D1MA - DRØM MIG VÆK,931,171.0,2,(x27),95172,28955090,D1MA,DRØM MIG VÆK
Mariah Carey - All I Want for Christmas Is You,528,265.0,1,(x29),319144,28916614,Mariah Carey,All I Want for Christmas Is You
The Minds Of 99 - Under Din Sne,1076,147.0,2,(x7),103059,27281917,The Minds Of 99,Under Din Sne
Tobias Rahim - Flyvende Faduma,807,203.0,1,(x40),184362,27136989,Tobias Rahim,Flyvende Faduma
Gobs - Tak For Sidst,503,215.0,1,(x88),168867,26326467,Gobs,Tak For Sidst
Tones And I - Dance Monkey,887,181.0,1,(x41),123776,25858621,Tones And I,Dance Monkey
The Kid LAROI - Stay,818,159.0,1,(x62),157758,25758289,The Kid LAROI,Stay
Gilli - Kender Ik' I Morgen,1003,124.0,1,(x7),141738,25439775,Gilli,Kender Ik' I Morgen
The Minds Of 99 - Hurtige Hænder - Acoustic Version - Moyo Live P3,2039,,16,,55808,25398192,The Minds Of 99,Hurtige Hænder - Acoustic Version - Moyo Live P3
Gilli - Vai Amor,783,115.0,1,(x53),231603,25089820,Gilli,Vai Amor
Lord Siva - Solhverv,895,171.0,1,(x10),173606,24868149,Lord Siva,Solhverv
Drake - One Dance,767,123.0,2,(x61),195883,24391138,Drake,One Dance
Rocazino - All My Love,1921,,14,,84226,24157191,Rocazino,All My Love
Ed Sheeran - Thinking out Loud,1442,117.0,1,(x10),94417,23919144,Ed Sheeran,Thinking out Loud
Lady Gaga - Shallow,1468,113.0,1,(x23),87318,23867905,Lady Gaga,Shallow
andreas odbjerg - føler mig selv 100,1332,,11,,65354,23478952,andreas odbjerg,føler mig selv 100
Luis Fonsi - Despacito - Remix,511,136.0,1,(x91),257146,23460565,Luis Fonsi,Despacito - Remix
Ariana Grande - Santa Tell Me,532,205.0,3,(x37),292581,23385553,Ariana Grande,Santa Tell Me
Blak - Nede Mette,574,112.0,1,(x63),298121,23214453,Blak,Nede Mette
Post Malone - rockstar,765,139.0,1,(x75),185500,23036165,Post Malone,rockstar
D1MA - I KNOW,489,229.0,1,(x13),125516,22948811,D1MA,I KNOW
Ukendt Kunstner - Uden Dig,530,176.0,1,(x24),246590,22861036,Ukendt Kunstner,Uden Dig
Gilli - Verden Vågner,745,141.0,1,(x41),126436,22750110,Gilli,Verden Vågner
"Lamin - Gode Dage, Gode Drinks",804,89.0,2,(x1),113984,22623933,Lamin,"Gode Dage, Gode Drinks"
Justin Bieber - Sorry,642,122.0,1,(x16),217227,22539420,Justin Bieber,Sorry
Ed Sheeran - Bad Habits,696,156.0,2,(x55),131698,22512694,Ed Sheeran,Bad Habits
D1MA - MOONLIGHT,600,179.0,1,(x17),104815,22488282,D1MA,MOONLIGHT
Phlake - Angel Zoo,1218,51.0,1,(x5),103687,22453964,Phlake,Angel Zoo
andreas odbjerg - hjem fra fabrikken,777,176.0,1,(x13),125369,22029972,andreas odbjerg,hjem fra fabrikken
Tobias Rahim - Feberdrømmer Xx Dubai,533,158.0,1,(x64),177390,21735954,Tobias Rahim,Feberdrømmer Xx Dubai
Justin Bieber - Mistletoe,517,153.0,4,,270416,21582201,Justin Bieber,Mistletoe
Rasmus Seebach - Lille Store Verden,538,102.0,3,(x2),225972,21354256,Rasmus Seebach,Lille Store Verden
Lukas Graham - Love Someone,988,100.0,1,(x47),137076,21219678,Lukas Graham,Love Someone
Ed Sheeran - Perfect,1344,45.0,3,(x1),63139,21185063,Ed Sheeran,Perfect
KIDD - Buongiorno,770,168.0,1,(x4),94197,20780828,KIDD,Buongiorno
Artigeardit - Vågen (Artigeardit X Lamin),852,34.0,7,,80748,20725793,Artigeardit,Vågen (Artigeardit X Lamin)
Burhan G - Tinka,393,206.0,1,(x20),285230,20675989,Burhan G,Tinka
