Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
James Arthur - Say You Won't Let Go,2953,155.0,1,(x2),44694,39450713,James Arthur,Say You Won't Let Go
Lewis Capaldi - Someone You Loved,2106,376.0,4,,45961,36787746,Lewis Capaldi,Someone You Loved
"Eric Chou - 你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",2989,,20,,21747,36076788,Eric Chou,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲"
The Chainsmokers - Something Just Like This,2794,186.0,1,(x28),85190,34985003,The Chainsmokers,Something Just Like This
Ed Sheeran - Perfect,2790,145.0,1,(x5),60670,34620935,Ed Sheeran,Perfect
Ed Sheeran - Photograph,3492,155.0,1,(x36),20924,32907775,Ed Sheeran,Photograph
Jay Chou - 告白氣球,3023,,22,,21921,31690438,Jay Chou,告白氣球
Eric Chou - 怎麼了,2112,96.0,4,,44653,30671321,Eric Chou,怎麼了
Ed Sheeran - Shape of You,2031,231.0,1,(x86),93093,30386546,Ed Sheeran,Shape of You
The Kid LAROI - Stay,1203,347.0,1,(x111),108297,29368136,The Kid LAROI,Stay
The Chainsmokers - Closer,2430,213.0,1,(x149),85771,28941578,The Chainsmokers,Closer
Shawn Mendes - Señorita,1414,218.0,1,(x103),144681,27131729,Shawn Mendes,Señorita
Maroon 5 - Memories,1659,222.0,1,(x68),69515,26965039,Maroon 5,Memories
Justin Bieber - Ghost,1146,308.0,1,(x103),52860,26683787,Justin Bieber,Ghost
Lauv - I Like Me Better,2462,,14,,28082,26313290,Lauv,I Like Me Better
Jung Kook - Seven,468,310.0,1,(x177),163845,25882362,Jung Kook,Seven
Anne-Marie - 2002,2118,81.0,3,(x2),35581,24957897,Anne-Marie,2002
Taylor Swift - Cruel Summer,810,330.0,1,(x35),142064,24521988,Taylor Swift,Cruel Summer
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,1940,156.0,1,(x8),46412,24215349,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
Hebe Tien - 小幸運,2707,,34,,14862,23064396,Hebe Tien,小幸運
Jay Chou - 晴天,3096,,24,,22654,23028115,Jay Chou,晴天
JJ Lin - 那些你很冒險的夢,2337,,15,,25195,22834798,JJ Lin,那些你很冒險的夢
Eric Chou - 如果雨之後,2141,,18,,20674,22813965,Eric Chou,如果雨之後
Sam Smith - Too Good At Goodbyes,2197,73.0,1,(x10),65499,22407370,Sam Smith,Too Good At Goodbyes
Ren Ran - 飞鸟和蝉,1478,94.0,5,,28395,22390311,Ren Ran,飞鸟和蝉
Post Malone - Circles,1612,168.0,2,(x29),57500,21404721,Post Malone,Circles
Harry Styles - As It Was,935,195.0,1,(x64),69952,21262764,Harry Styles,As It Was
Lewis Capaldi - Before You Go,1606,82.0,4,,31258,21214228,Lewis Capaldi,Before You Go
The Weeknd - Blinding Lights,1642,176.0,1,(x3),45793,20971148,The Weeknd,Blinding Lights
Charlie Puth - We Don't Talk Anymore,2068,108.0,3,(x2),44743,20528707,Charlie Puth,We Don't Talk Anymore
Ruth B. - Dandelions,1319,85.0,5,,26727,20240887,Ruth B.,Dandelions
Eric Chou - 以後別做朋友,2436,,36,,17300,20223342,Eric Chou,以後別做朋友
JJ Lin - 可惜沒如果,2699,,21,,19814,19997801,JJ Lin,可惜沒如果
Dhruv - double take,1235,81.0,2,(x13),44595,19790640,Dhruv,double take
Bruno Mars - Just the Way You Are,2486,3.0,9,,47926,19165907,Bruno Mars,Just the Way You Are
JJ Lin - 不為誰而作的歌,2156,,11,,23562,19069044,JJ Lin,不為誰而作的歌
Conan Gray - Heather,1533,107.0,2,(x7),40475,19001698,Conan Gray,Heather
Dean Lewis - Be Alright,1655,83.0,1,(x17),44599,18547298,Dean Lewis,Be Alright
Coldplay - Yellow,2322,36.0,1,(x11),85617,18366097,Coldplay,Yellow
"WeiBird - 如果可以 - 電影""月老""主題曲",1059,111.0,2,(x2),36312,18338039,WeiBird,"如果可以 - 電影""月老""主題曲"
SZA - Kill Bill,685,188.0,1,(x30),81035,18071910,SZA,Kill Bill
Olivia Rodrigo - drivers license,1058,166.0,1,(x49),98390,17704944,Olivia Rodrigo,drivers license
BTS - Boy With Luv,1168,108.0,1,(x27),113355,17660736,BTS,Boy With Luv
Glass Animals - Heat Waves,1102,283.0,2,(x22),35348,17479268,Glass Animals,Heat Waves
Billie Eilish - lovely,2073,,12,,24013,17463353,Billie Eilish,lovely
Joker Xue - 演員,2249,,51,,12656,17333113,Joker Xue,演員
Shawn Mendes - Treat You Better,1732,134.0,3,(x12),38226,16910349,Shawn Mendes,Treat You Better
张远 - 嘉宾,1096,,16,,21357,16603163,张远,嘉宾
OneRepublic - I Ain't Worried,876,165.0,3,(x60),52330,16417616,OneRepublic,I Ain't Worried
The Weeknd - Starboy,1321,129.0,2,(x14),40565,16398495,The Weeknd,Starboy
Camila Cabello - Havana,925,189.0,1,(x36),57535,16394401,Camila Cabello,Havana
