Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Lewis Capaldi - Someone You Loved,2111,138.0,3,(x4),91856,57050450,Lewis Capaldi,Someone You Loved
The Weeknd - Blinding Lights,1666,256.0,1,(x71),189682,54756416,The Weeknd,Blinding Lights
Tones And I - Dance Monkey,1061,255.0,1,(x126),281564,51505040,Tones And I,Dance Monkey
Lady Gaga - Shallow,1596,224.0,1,(x2),129260,48320428,Lady Gaga,Shallow
Alan Walker - Faded,1466,145.0,1,(x75),230811,47658559,Alan Walker,Faded
Ballinciaga - Dans På Bordet,932,275.0,1,(x82),244694,47248560,Ballinciaga,Dans På Bordet
Victor Leksell - Svag,1105,291.0,1,(x80),182603,46461153,Victor Leksell,Svag
Ed Sheeran - Shape of You,841,128.0,1,(x40),232756,38504079,Ed Sheeran,Shape of You
Luis Fonsi - Despacito - Remix,630,140.0,1,(x103),329077,37174693,Luis Fonsi,Despacito - Remix
Halva Priset - Den fineste Chevy'n,1013,210.0,1,(x19),140864,37017359,Halva Priset,Den fineste Chevy'n
Mariah Carey - All I Want for Christmas Is You,558,257.0,1,(x52),266419,36329508,Mariah Carey,All I Want for Christmas Is You
Tom Odell - Another Love,1348,9.0,8,,60976,34954834,Tom Odell,Another Love
Dean Lewis - Be Alright,1430,106.0,2,(x10),124990,34204347,Dean Lewis,Be Alright
Freddy Kalas - Jovial,1283,79.0,1,(x15),264779,33602298,Freddy Kalas,Jovial
Stavangerkameratene - Bare så du vett det,2555,,58,,24341,32953269,Stavangerkameratene,Bare så du vett det
Post Malone - rockstar,901,129.0,1,(x51),264190,32838324,Post Malone,rockstar
Wham! - Last Christmas,565,221.0,2,(x32),264549,32756116,Wham!,Last Christmas
UNDERGRUNN - Italia,907,108.0,3,(x45),165212,32683971,UNDERGRUNN,Italia
vinni - glorie,948,175.0,3,(x1),124197,32398625,vinni,glorie
Lord Huron - The Night We Met,1798,6.0,9,,51604,32199103,Lord Huron,The Night We Met
Hozier - Take Me To Church,1627,119.0,2,(x27),123092,31680144,Hozier,Take Me To Church
Emma Steinbakken - Floden,671,139.0,1,(x25),311929,31216479,Emma Steinbakken,Floden
Maria Mena - Home for Christmas,559,212.0,1,(x3),208007,31009071,Maria Mena,Home for Christmas
Karpe - PAF.no,766,125.0,1,(x20),268636,30917123,Karpe,PAF.no
Ava Max - Sweet but Psycho,842,151.0,1,(x46),188362,30610686,Ava Max,Sweet but Psycho
Billie Eilish - lovely,1954,,29,,47211,30368534,Billie Eilish,lovely
David Guetta - I'm Good (Blue),788,128.0,1,(x44),178595,30096841,David Guetta,I'm Good (Blue)
DJ MøMø - Badebussen,494,232.0,1,(x67),125335,29682478,DJ MøMø,Badebussen
Dagny - Somebody,1119,56.0,6,,87025,29564302,Dagny,Somebody
Glass Animals - Heat Waves,1060,111.0,1,(x18),113791,29314599,Glass Animals,Heat Waves
Kurt Nilsen - Himmel På Jord,547,208.0,1,(x1),237423,28398764,Kurt Nilsen,Himmel På Jord
Chris Holsten - Smilet i ditt eget speil,920,123.0,5,,91281,28155331,Chris Holsten,Smilet i ditt eget speil
Michael Bublé - It's Beginning to Look a Lot Like Christmas,517,154.0,1,(x2),283903,28003529,Michael Bublé,It's Beginning to Look a Lot Like Christmas
The Kid LAROI - Stay,660,146.0,1,(x78),184363,27925562,The Kid LAROI,Stay
Hellbillies - Den finast eg veit,2476,,51,,24351,27889462,Hellbillies,Den finast eg veit
Sia - Snowman,485,169.0,1,(x71),288043,27887685,Sia,Snowman
Lady Gaga - Always Remember Us This Way,1294,22.0,7,,72048,27600647,Lady Gaga,Always Remember Us This Way
Harry Styles - As It Was,805,129.0,2,(x18),172554,27564125,Harry Styles,As It Was
Billie Eilish - bad guy,755,104.0,1,(x17),139844,27476441,Billie Eilish,bad guy
Kudos - Haien Kommer (Sharkdog 2023),550,187.0,1,(x70),225005,27123448,Kudos,Haien Kommer (Sharkdog 2023)
Billie Eilish - when the party's over,1145,45.0,9,,79365,26676745,Billie Eilish,when the party's over
Kygo - It Ain't Me,515,88.0,1,(x42),315397,25844037,Kygo,It Ain't Me
Miley Cyrus - Flowers,612,114.0,1,(x25),304826,25835461,Miley Cyrus,Flowers
Ed Sheeran - Perfect,1123,19.0,6,,92143,25691411,Ed Sheeran,Perfect
Shawn Mendes - Señorita,524,125.0,1,(x30),231626,25642538,Shawn Mendes,Señorita
Lewis Capaldi - Before You Go,1140,5.0,7,,73139,25495211,Lewis Capaldi,Before You Go
Ballinciaga - Beklager (Guttaklubben),646,144.0,2,(x10),178131,25307386,Ballinciaga,Beklager (Guttaklubben)
K-391 - Ignite,592,126.0,1,(x15),271271,25218222,K-391,Ignite
Freddy Kalas - Pinne for Landet,1249,80.0,1,(x27),163173,24652248,Freddy Kalas,Pinne for Landet
SAINt JHN - Roses - Imanbek Remix,660,133.0,4,,103116,24388293,SAINt JHN,Roses - Imanbek Remix
James Arthur - Say You Won't Let Go,1355,21.0,9,,75365,24252401,James Arthur,Say You Won't Let Go
Hkeem - Fy Faen,506,101.0,1,(x8),253762,24205730,Hkeem,Fy Faen
Gabry Ponte - Thunder,860,125.0,4,,90110,24005408,Gabry Ponte,Thunder
Kygo - Firestone,727,112.0,1,(x31),153338,23614923,Kygo,Firestone
Freddy Kalas - Hey Ho,531,81.0,1,(x9),201645,23604363,Freddy Kalas,Hey Ho
Drake - One Dance,645,107.0,1,(x6),178568,23483931,Drake,One Dance
Adele - Hello,558,94.0,1,(x41),355951,23463392,Adele,Hello
24kGoldn - Mood,505,147.0,1,(x58),235428,23286189,24kGoldn,Mood
Mike Posner - I Took A Pill In Ibiza - Seeb Remix,648,74.0,1,(x24),156311,23272946,Mike Posner,I Took A Pill In Ibiza - Seeb Remix
Isah - HALLO,659,111.0,3,(x8),118219,23092909,Isah,HALLO
The Weeknd - Starboy,938,92.0,1,(x40),146102,23086741,The Weeknd,Starboy
Ed Sheeran - Thinking out Loud,1091,107.0,4,,88553,23083090,Ed Sheeran,Thinking out Loud
ItaloBrothers - Summer Air,731,90.0,2,(x32),173187,22977783,ItaloBrothers,Summer Air
Emma Steinbakken - Jeg glemmer deg aldri - fra Rådebank,916,70.0,1,(x13),135480,22753608,Emma Steinbakken,Jeg glemmer deg aldri - fra Rådebank
Tate McRae - you broke me first,895,118.0,4,,89757,22438919,Tate McRae,you broke me first
XXXTENTACION - Jocelyn Flores,1206,6.0,2,(x1),176062,21913005,XXXTENTACION,Jocelyn Flores
Zara Larsson - Lush Life,881,75.0,2,(x25),126194,21863613,Zara Larsson,Lush Life
Kygo - Stole the Show,727,91.0,1,(x13),212418,21863357,Kygo,Stole the Show
Rotlaus - Rundt neste sving,1867,,58,,21000,21838479,Rotlaus,Rundt neste sving
Ed Sheeran - Bad Habits,510,129.0,1,(x4),145410,21804265,Ed Sheeran,Bad Habits
Sia - Cheap Thrills,557,78.0,2,(x4),137561,21740711,Sia,Cheap Thrills
Beathoven - SØR-AFRIKA,527,126.0,1,(x66),220972,21526382,Beathoven,SØR-AFRIKA
Alan Walker - Sing Me to Sleep,471,83.0,1,(x23),261959,21387377,Alan Walker,Sing Me to Sleep
Kamelen - Creme De La Creme,1006,,16,,56960,21359767,Kamelen,Creme De La Creme
Mads Hansen - Sommerkroppen,535,81.0,1,(x52),503775,21275386,Mads Hansen,Sommerkroppen
Justin Bieber - Sorry,484,111.0,1,(x3),295109,21145655,Justin Bieber,Sorry
Rudimental - These Days,537,107.0,1,(x52),154192,21145570,Rudimental,These Days
Benson Boone - In The Stars,886,31.0,3,(x5),142108,21140426,Benson Boone,In The Stars
Roc Boyz - Bonanza,628,80.0,2,(x6),153791,20843298,Roc Boyz,Bonanza
Imagine Dragons - Believer,973,,11,,92410,20837314,Imagine Dragons,Believer
The Chainsmokers - Don't Let Me Down,521,68.0,3,(x11),142619,20684863,The Chainsmokers,Don't Let Me Down
Justin Bieber - Mistletoe,503,24.0,6,,146965,20619713,Justin Bieber,Mistletoe
UNDERGRUNN - Michelin Stjerner,512,150.0,1,(x15),185345,20559083,UNDERGRUNN,Michelin Stjerner
Benson Boone - Beautiful Things,279,163.0,1,(x35),135895,20504798,Benson Boone,Beautiful Things
Juice WRLD - Lucid Dreams,994,11.0,2,(x1),86476,20436114,Juice WRLD,Lucid Dreams
Justin Bieber - Love Yourself,561,118.0,1,(x2),157317,20360970,Justin Bieber,Love Yourself
