Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Fleetwood Mac - Dreams - 2004 Remaster,2629,116.0,2,(x1),42744,37971474,Fleetwood Mac,Dreams - 2004 Remaster
L.A.B. - In the Air,1779,512.0,1,(x8),57277,36770853,L.A.B.,In the Air
Lewis Capaldi - Someone You Loved,2075,160.0,3,(x6),40978,30159977,Lewis Capaldi,Someone You Loved
J. Cole - No Role Modelz,3234,1.0,10,,20368,30063366,J. Cole,No Role Modelz
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,2179,216.0,1,(x19),60662,29849971,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
The Killers - Mr. Brightside,3115,,13,,26324,27561407,The Killers,Mr. Brightside
Ed Sheeran - Shape of You,1854,173.0,1,(x91),97431,26318442,Ed Sheeran,Shape of You
James Arthur - Say You Won't Let Go,2621,117.0,2,(x20),43540,26047134,James Arthur,Say You Won't Let Go
The Weeknd - Blinding Lights,1703,208.0,1,(x20),50712,24923934,The Weeknd,Blinding Lights
Vance Joy - Riptide,3063,,12,,26366,24865811,Vance Joy,Riptide
Glass Animals - Heat Waves,1304,422.0,1,(x10),35937,23649679,Glass Animals,Heat Waves
SIX60 - Don’t Forget Your Roots,2634,,18,,26461,23249697,SIX60,Don’t Forget Your Roots
L.A.B. - Controller,1563,106.0,3,(x20),46457,22781889,L.A.B.,Controller
Lady Gaga - Shallow,1870,121.0,1,(x8),51442,22747694,Lady Gaga,Shallow
Fleetwood Mac - Go Your Own Way - 2004 Remaster,2367,,20,,22558,22186986,Fleetwood Mac,Go Your Own Way - 2004 Remaster
Elton John - Cold Heart - PNAU Remix,1167,267.0,1,(x20),62696,21732844,Elton John,Cold Heart - PNAU Remix
Tones And I - Dance Monkey,1178,205.0,1,(x67),70323,21235593,Tones And I,Dance Monkey
Drax Project - Catching Feelings,1301,165.0,3,(x8),44170,21108348,Drax Project,Catching Feelings
Harry Styles - Watermelon Sugar,1635,52.0,4,,39356,20877100,Harry Styles,Watermelon Sugar
TOTO - Africa,2500,,27,,20772,20711982,TOTO,Africa
