Artist and Title,Streams,Daily,Artist,Song
Coldplay - Viva La Vida,2375261221,1940713.0,Coldplay,Viva La Vida
Jason Mraz - I'm Yours,1974319110,640170.0,Jason Mraz,I'm Yours
Arctic Monkeys - 505,1862367468,1779254.0,Arctic Monkeys,505
Shakira - Hips Don't Lie,1817508703,1162670.0,Shakira,Hips Don't Lie
Miley Cyrus - Party In The U.S.A.,1724649924,851205.0,Miley Cyrus,Party In The U.S.A.
Rihanna - Umbrella,1667589659,927019.0,Rihanna,Umbrella
Beyoncé - Halo,1636428879,719760.0,Beyoncé,Halo
Kings of Leon - Sex on Fire,1586843170,1166798.0,Kings of Leon,Sex on Fire
Coldplay - Fix You,1581563851,891809.0,Coldplay,Fix You
Black Eyed Peas - I Gotta Feeling,1547435737,833911.0,Black Eyed Peas,I Gotta Feeling
Gorillaz - Feel Good Inc.,1529881344,843510.0,Gorillaz,Feel Good Inc.
Kanye West - Stronger,1473494726,602574.0,Kanye West,Stronger
Kanye West - Heartless,1462572964,1288834.0,Kanye West,Heartless
Lady Gaga - Poker Face,1426921236,1164692.0,Lady Gaga,Poker Face
Britney Spears - Toxic,1415358282,1073916.0,Britney Spears,Toxic
Snow Patrol - Chasing Cars,1400268326,639991.0,Snow Patrol,Chasing Cars
Lady Gaga - Bad Romance,1337695232,847916.0,Lady Gaga,Bad Romance
Kesha - TiK ToK,1330541745,987092.0,Kesha,TiK ToK
Nelly Furtado - Promiscuous,1308515546,943625.0,Nelly Furtado,Promiscuous
The Fray - How to Save a Life,1276018299,703158.0,The Fray,How to Save a Life
Kanye West - Gold Digger,1229113148,620532.0,Kanye West,Gold Digger
Kanye West - Flashing Lights,1188860764,986579.0,Kanye West,Flashing Lights
Adele - Make You Feel My Love,1173331041,476741.0,Adele,Make You Feel My Love
Lady Gaga - Just Dance,1170726884,872533.0,Lady Gaga,Just Dance
Akon - Smack That,1164073010,1089406.0,Akon,Smack That
Flo Rida - Low,1143069837,566329.0,Flo Rida,Low
Amy Winehouse - Back To Black,1136976306,938327.0,Amy Winehouse,Back To Black
Plain White T's - Hey There Delilah,1134597350,393471.0,Plain White T's,Hey There Delilah
Red Hot Chili Peppers - Snow (Hey Oh),1125038906,361940.0,Red Hot Chili Peppers,Snow (Hey Oh)
JAY-Z - Empire State Of Mind,1111023896,692183.0,JAY-Z,Empire State Of Mind
Gnarls Barkley - Crazy,1107663469,566790.0,Gnarls Barkley,Crazy
Florence + The Machine - Dog Days Are Over,1105622151,716991.0,Florence + The Machine,Dog Days Are Over
Rihanna - Don't Stop The Music,1083890527,767601.0,Rihanna,Don't Stop The Music
"The Offspring - You're Gonna Go Far, Kid",1060007199,713341.0,The Offspring,"You're Gonna Go Far, Kid"
Iyaz - Replay,1037733149,464472.0,Iyaz,Replay
50 Cent - Candy Shop,1026433948,569127.0,50 Cent,Candy Shop
My Chemical Romance - Teenagers,1015681035,568440.0,My Chemical Romance,Teenagers
David Guetta - Memories,1015122197,542584.0,David Guetta,Memories
Empire Of The Sun - Walking On A Dream,1014071717,660622.0,Empire Of The Sun,Walking On A Dream
David Guetta - Sexy Bitch,986869438,983350.0,David Guetta,Sexy Bitch
Timbaland - The Way I Are,978422094,1081746.0,Timbaland,The Way I Are
Katy Perry - Hot N Cold,978277873,725249.0,Katy Perry,Hot N Cold
Edward Sharpe & The Magnetic Zeros - Home,967055897,366886.0,Edward Sharpe & The Magnetic Zeros,Home
Katy Perry - I Kissed A Girl,966467306,523711.0,Katy Perry,I Kissed A Girl
Linkin Park - What I've Done,953334604,687141.0,Linkin Park,What I've Done
Owl City - Fireflies,947016088,360332.0,Owl City,Fireflies
The Script - Breakeven,943897434,678198.0,The Script,Breakeven
Britney Spears - ...Baby One More Time,943889957,765748.0,Britney Spears,...Baby One More Time
Justin Timberlake - SexyBack,938466680,712305.0,Justin Timberlake,SexyBack
James Blunt - You're Beautiful,937340748,310145.0,James Blunt,You're Beautiful
Taylor Swift - Love Story,936437703,301663.0,Taylor Swift,Love Story
Sean Paul - Temperature,933711145,518130.0,Sean Paul,Temperature
Kings of Leon - Use Somebody,925607494,494340.0,Kings of Leon,Use Somebody
Arctic Monkeys - Fluorescent Adolescent,924862306,554814.0,Arctic Monkeys,Fluorescent Adolescent
Panic! At The Disco - I Write Sins Not Tragedies,922635840,303941.0,Panic! At The Disco,I Write Sins Not Tragedies
Ne-Yo - So Sick,915268243,511153.0,Ne-Yo,So Sick
Alicia Keys - No One,910711699,629089.0,Alicia Keys,No One
