Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Glass Animals - Heat Waves,1546,614.0,1,(x79),475002,176630365,Glass Animals,Heat Waves
The Killers - Mr. Brightside,3456,1.0,10,,168939,176575270,The Killers,Mr. Brightside
Lewis Capaldi - Someone You Loved,2087,159.0,3,(x6),217997,168666262,Lewis Capaldi,Someone You Loved
Vance Joy - Riptide,3646,1.0,9,,166777,168629182,Vance Joy,Riptide
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,2189,211.0,1,(x27),308294,168131876,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
The Weeknd - Blinding Lights,1783,240.0,1,(x65),345594,160059254,The Weeknd,Blinding Lights
The Kid LAROI - Stay,1188,346.0,1,(x160),431532,140440553,The Kid LAROI,Stay
James Arthur - Say You Won't Let Go,2768,103.0,2,(x2),157328,138112051,James Arthur,Say You Won't Let Go
Fleetwood Mac - Dreams - 2004 Remaster,2309,25.0,7,,174927,136550074,Fleetwood Mac,Dreams - 2004 Remaster
Ed Sheeran - Shape of You,2100,166.0,1,(x98),328063,126304574,Ed Sheeran,Shape of You
Tones And I - Dance Monkey,1235,238.0,1,(x149),379109,123068616,Tones And I,Dance Monkey
Dean Lewis - Be Alright,1873,125.0,1,(x29),324372,121409052,Dean Lewis,Be Alright
Post Malone - Circles,1635,195.0,2,(x64),299813,121200537,Post Malone,Circles
Harry Styles - As It Was,930,388.0,1,(x53),502646,120040567,Harry Styles,As It Was
5 Seconds of Summer - Youngblood,1748,126.0,1,(x41),312325,117373831,5 Seconds of Summer,Youngblood
Harry Styles - Watermelon Sugar,1642,132.0,3,(x7),189951,116254921,Harry Styles,Watermelon Sugar
benny blanco - Eastside,1473,198.0,1,(x22),298178,111045640,benny blanco,Eastside
Billie Eilish - lovely,2084,40.0,4,,201565,110731948,Billie Eilish,lovely
Elton John - Cold Heart - PNAU Remix,1116,261.0,1,(x12),333889,108480680,Elton John,Cold Heart - PNAU Remix
Drake - One Dance,1929,159.0,1,(x98),239372,103360043,Drake,One Dance
Lady Gaga - Shallow,1803,54.0,4,,201883,102911103,Lady Gaga,Shallow
J. Cole - No Role Modelz,2347,,20,,94576,102468771,J. Cole,No Role Modelz
Zach Bryan - Something in the Orange,865,62.0,5,,188802,98359944,Zach Bryan,Something in the Orange
OneRepublic - I Ain't Worried,867,269.0,1,(x16),212647,96559450,OneRepublic,I Ain't Worried
Miley Cyrus - Party In The U.S.A.,2164,,27,,126889,96552595,Miley Cyrus,Party In The U.S.A.
Taylor Swift - Cruel Summer,627,293.0,1,(x16),434183,95528720,Taylor Swift,Cruel Summer
Dua Lipa - Don't Start Now,1215,202.0,2,(x16),259959,95280682,Dua Lipa,Don't Start Now
Morgan Wallen - Last Night,632,265.0,1,(x63),255451,94461085,Morgan Wallen,Last Night
Ed Sheeran - Perfect,2126,8.0,5,,163423,93313172,Ed Sheeran,Perfect
Post Malone - I Fall Apart,1424,135.0,1,(x21),218611,92211848,Post Malone,I Fall Apart
The Weeknd - Starboy,1652,128.0,1,(x83),202087,90899685,The Weeknd,Starboy
Post Malone - rockstar,1163,141.0,1,(x97),320247,90647931,Post Malone,rockstar
Olivia Rodrigo - good 4 u,882,181.0,1,(x54),608816,89999500,Olivia Rodrigo,good 4 u
Juice WRLD - Lucid Dreams,1522,68.0,1,(x1),268886,89618127,Juice WRLD,Lucid Dreams
The Chainsmokers - Closer,1812,178.0,1,(x57),290799,89438708,The Chainsmokers,Closer
Miley Cyrus - Flowers,650,178.0,1,(x40),622181,86576534,Miley Cyrus,Flowers
The Neighbourhood - Sweater Weather,1448,,20,,93980,85461061,The Neighbourhood,Sweater Weather
Billie Eilish - bad guy,927,121.0,1,(x47),432665,85155717,Billie Eilish,bad guy
Lewis Capaldi - Before You Go,1364,7.0,9,,163958,83820973,Lewis Capaldi,Before You Go
Ed Sheeran - Bad Habits,812,256.0,2,(x61),282710,83715211,Ed Sheeran,Bad Habits
Dua Lipa - Levitating,1047,131.0,4,,192771,83427334,Dua Lipa,Levitating
Ed Sheeran - Shivers,902,228.0,4,,247811,83261700,Ed Sheeran,Shivers
Hozier - Take Me To Church,2198,126.0,2,(x45),116468,80978814,Hozier,Take Me To Church
SZA - Kill Bill,685,199.0,1,(x26),298266,78147165,SZA,Kill Bill
TOTO - Africa,1979,,52,,90941,76646758,TOTO,Africa
Taylor Swift - Anti-Hero,638,186.0,1,(x32),523352,76194058,Taylor Swift,Anti-Hero
Noah Kahan - Stick Season,384,146.0,1,(x19),358613,76146516,Noah Kahan,Stick Season
Benson Boone - Beautiful Things,279,265.0,1,(x33),416888,75837316,Benson Boone,Beautiful Things
The Goo Goo Dolls - Iris,1359,,27,,130112,74377187,The Goo Goo Dolls,Iris
XXXTENTACION - Jocelyn Flores,1572,10.0,2,(x1),334016,73833017,XXXTENTACION,Jocelyn Flores
Olivia Rodrigo - drivers license,739,146.0,1,(x38),685669,73469623,Olivia Rodrigo,drivers license
Ed Sheeran - Thinking out Loud,2468,172.0,1,(x32),76188,73346282,Ed Sheeran,Thinking out Loud
Eminem - Lose Yourself,2516,,34,,72416,73058067,Eminem,Lose Yourself
