Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
J Balvin - LA CANCIÓN,1945,199.0,1,(x2),27714,11813906,J Balvin,LA CANCIÓN
Manuel Turizo - La Bachata,874,263.0,1,(x74),23703,10169384,Manuel Turizo,La Bachata
Boza - Hecha Pa' Mi,1545,240.0,1,(x7),25102,9958686,Boza,Hecha Pa' Mi
Bad Bunny - Me Porto Bonito,898,266.0,1,(x15),65705,9810147,Bad Bunny,Me Porto Bonito
Bad Bunny - Ojitos Lindos,902,252.0,1,(x49),65984,9630399,Bad Bunny,Ojitos Lindos
Jay Wheeler - La Curiosidad,1595,180.0,1,(x5),20122,9457564,Jay Wheeler,La Curiosidad
Bad Bunny - Yonaguni,867,337.0,1,(x114),74058,9168213,Bad Bunny,Yonaguni
Bad Bunny - DÁKITI,991,223.0,1,(x65),78616,8635061,Bad Bunny,DÁKITI
Bad Bunny - Efecto,887,239.0,1,(x2),49265,8041844,Bad Bunny,Efecto
Bad Bunny - Callaita,1395,171.0,1,(x41),34223,7790500,Bad Bunny,Callaita
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",689,220.0,1,(x86),41038,7476679,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Bad Bunny - Moscow Mule,889,214.0,1,(x2),86234,7466220,Bad Bunny,Moscow Mule
Mora - Volando - Remix,952,286.0,1,(x11),47900,7284413,Mora,Volando - Remix
Feid - Feliz Cumpleaños Ferxxo,797,213.0,3,(x1),23136,7270738,Feid,Feliz Cumpleaños Ferxxo
KAROL G - PROVENZA,916,167.0,1,(x10),22851,7169048,KAROL G,PROVENZA
Ozuna - Hey Mor,746,208.0,2,(x5),24741,6895275,Ozuna,Hey Mor
Rauw Alejandro - Todo De Ti,992,204.0,1,(x10),42566,6772376,Rauw Alejandro,Todo De Ti
Bad Bunny - Si Estuviésemos Juntos,2122,,12,,10165,6648855,Bad Bunny,Si Estuviésemos Juntos
Danny Ocean - Me Rehúso,2076,262.0,2,(x14),9339,6597419,Danny Ocean,Me Rehúso
Bad Bunny - Tití Me Preguntó,550,230.0,1,(x4),63811,6588958,Bad Bunny,Tití Me Preguntó
Feid - Classy 101,573,249.0,2,(x4),30343,6551555,Feid,Classy 101
Feid - Normal,839,25.0,5,,19783,6449567,Feid,Normal
JHAYCO - No Me Conoce - Remix,1300,150.0,5,,17217,6350240,JHAYCO,No Me Conoce - Remix
Tainy - Lo Siento BB:/,790,213.0,1,(x100),25766,6056046,Tainy,Lo Siento BB:/
Dalex - Pa Mí - Remix,1176,168.0,1,(x47),26242,6024061,Dalex,Pa Mí - Remix
Mora - LA INOCENTE,927,1.0,10,,13282,6005687,Mora,LA INOCENTE
