Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
Manuel Turizo - La Bachata,867,212.0,1,(x118),805607,190515532,Manuel Turizo,La Bachata
Big One - Un Finde | CROSSOVER #2,568,211.0,1,(x54),1128217,176899677,Big One,Un Finde | CROSSOVER #2
Luck Ra - Ya No Vuelvas (Versión Cuarteto),692,166.0,1,(x3),695323,176819561,Luck Ra,Ya No Vuelvas (Versión Cuarteto)
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",637,196.0,1,(x57),1170587,162326416,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
TINI - Miénteme,1256,114.0,1,(x28),730581,161725923,TINI,Miénteme
Luck Ra - La Morocha,475,188.0,1,(x72),1220752,141872265,Luck Ra,La Morocha
Big One - En la Intimidad,630,128.0,1,(x54),845054,139143415,Big One,En la Intimidad
Rei - Tu Turrito,630,185.0,2,(x16),640034,128234784,Rei,Tu Turrito
LIT killah - Los del Espacio,510,122.0,1,(x31),1015190,121634231,LIT killah,Los del Espacio
Taiu - Rara Vez,620,74.0,2,(x2),561465,118242016,Taiu,Rara Vez
No Te Va Gustar - A las Nueve,2858,,25,,164810,117904481,No Te Va Gustar,A las Nueve
Emilia - Como Si No Importara,1120,127.0,1,(x1),579518,114317084,Emilia,Como Si No Importara
Maria Becerra - CORAZÓN VACÍO,489,100.0,1,(x7),880022,113499082,Maria Becerra,CORAZÓN VACÍO
Intoxicados - Nunca quise,2825,,59,,96043,111944081,Intoxicados,Nunca quise
La K'onga - Universo Paralelo,902,93.0,2,(x9),446252,111430731,La K'onga,Universo Paralelo
Luis Alberto Spinetta - Seguir Viviendo Sin Tu Amor,2534,,55,,92521,109886183,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor
BM - Ni Una Ni Dos,482,153.0,1,(x2),683342,109522114,BM,Ni Una Ni Dos
Maria Becerra - ADIÓS,683,58.0,4,,491084,109344240,Maria Becerra,ADIÓS
Gustavo Cerati - Crimen,3498,7.0,1,(x3),81073,107550986,Gustavo Cerati,Crimen
Airbag - Por Mil Noches,1756,,23,,188440,107399821,Airbag,Por Mil Noches
La K'onga - El Mismo Aire,1172,2.0,5,,355299,104241727,La K'onga,El Mismo Aire
BM - M.A (Mejores Amigos),473,86.0,1,(x1),739583,103721506,BM,M.A (Mejores Amigos)
Los Ángeles Azules - Otra Noche,926,7.0,10,,270815,102879249,Los Ángeles Azules,Otra Noche
Bad Bunny - Me Porto Bonito,597,145.0,1,(x2),482280,102298565,Bad Bunny,Me Porto Bonito
Ke Personajes - Si No Te Tengo / Ángel / Aquello Que Pasó,890,,16,,342684,101480481,Ke Personajes,Si No Te Tengo / Ángel / Aquello Que Pasó
Luck Ra - QUE ME FALTE TODO,363,148.0,2,(x5),789573,100352782,Luck Ra,QUE ME FALTE TODO
WOS - ARRANCARMELO,699,57.0,1,(x2),416938,99570749,WOS,ARRANCARMELO
Ciro y los Persas - Me Gusta,2742,,54,,106466,99300721,Ciro y los Persas,Me Gusta
Emilia - La_Original.mp3,356,126.0,1,(x32),702569,99071055,Emilia,La_Original.mp3
TINI - La Triple T,583,87.0,1,(x34),486967,97429072,TINI,La Triple T
Feid - Classy 101,573,60.0,3,(x5),568788,96484842,Feid,Classy 101
La K'onga - Te Mentiría,984,7.0,8,,396477,95593525,La K'onga,Te Mentiría
Bad Bunny - Ojitos Lindos,566,127.0,1,(x15),415414,95474294,Bad Bunny,Ojitos Lindos
Soda Stereo - Trátame Suavemente - Remasterizado 2007,2944,1.0,9,,100113,95316467,Soda Stereo,Trátame Suavemente - Remasterizado 2007
Luck Ra - HOLA PERDIDA,293,135.0,1,(x45),1049891,93596786,Luck Ra,HOLA PERDIDA
Quevedo - Columbia,474,83.0,1,(x27),729900,92664833,Quevedo,Columbia
Rauw Alejandro - Desesperados,763,104.0,1,(x29),424409,92546499,Rauw Alejandro,Desesperados
ROSALÍA - DESPECHÁ,475,134.0,3,(x20),671712,92002861,ROSALÍA,DESPECHÁ
Luck Ra - Quiero Creer,624,5.0,9,,375674,91562429,Luck Ra,Quiero Creer
Big One - Mentiras | CROSSOVER #3,456,83.0,4,,533366,91334999,Big One,Mentiras | CROSSOVER #3
Ke Personajes - Cómo estás,1459,,18,,200350,89638997,Ke Personajes,Cómo estás
Myke Towers - LALA,404,97.0,1,(x31),782835,89419369,Myke Towers,LALA
Maluma - Hawái,589,147.0,1,(x76),736568,88951191,Maluma,Hawái
Duki - She Don't Give a Fo,1511,57.0,3,(x11),212223,88792487,Duki,She Don't Give a Fo
Andrés Calamaro - Flaca,2293,,57,,93966,88205077,Andrés Calamaro,Flaca
Grupo Frontera - OJITOS ROJOS,461,69.0,3,(x2),547163,87309790,Grupo Frontera,OJITOS ROJOS
"Bizarrap - Tiago PZK: Bzrp Music Sessions, Vol. 48",666,119.0,1,(x28),597595,86855340,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48"
Ke Personajes - Pobre Corazón - En Vivo,506,61.0,2,(x6),687305,86827023,Ke Personajes,Pobre Corazón - En Vivo
TINI - Bar,585,103.0,1,(x49),768924,86614503,TINI,Bar
Feid - LUNA,323,149.0,4,,446075,85716430,Feid,LUNA
YSY A - FLECHAZO EN EL CENTRO,413,20.0,7,,409414,84891481,YSY A,FLECHAZO EN EL CENTRO
Tiago PZK - Piel,265,195.0,2,(x21),567610,84013814,Tiago PZK,Piel
Rauw Alejandro - Todo De Ti,658,93.0,1,(x25),697534,83884970,Rauw Alejandro,Todo De Ti
