Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Song
The Weeknd - Blinding Lights,1791,446.0,1,(x82),8453567,4438545381,The Weeknd,Blinding Lights
Harry Styles - As It Was,938,426.0,1,(x81),16103849,3542967884,Harry Styles,As It Was
Lewis Capaldi - Someone You Loved,2103,107.0,4,,3974554,3533843238,Lewis Capaldi,Someone You Loved
Ed Sheeran - Shape of You,2342,237.0,1,(x98),9878194,3508231558,Ed Sheeran,Shape of You
Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,2142,213.0,1,(x16),5033261,3404936259,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
The Kid LAROI - Stay,1145,299.0,1,(x84),10629302,3152991383,The Kid LAROI,Stay
Imagine Dragons - Believer,2769,,15,,2572100,3081776315,Imagine Dragons,Believer
Billie Eilish - lovely,2366,,19,,2085328,2927751451,Billie Eilish,lovely
Glass Animals - Heat Waves,1299,258.0,1,(x65),5003951,2925005976,Glass Animals,Heat Waves
Ed Sheeran - Perfect,2589,102.0,3,(x1),3690839,2842350144,Ed Sheeran,Perfect
The Weeknd - Starboy,1581,145.0,1,(x40),5125218,2735230935,The Weeknd,Starboy
The Neighbourhood - Sweater Weather,1606,,14,,3342205,2663752285,The Neighbourhood,Sweater Weather
Harry Styles - Watermelon Sugar,1562,127.0,4,,4321515,2596179813,Harry Styles,Watermelon Sugar
Drake - One Dance,1754,187.0,1,(x101),7196287,2560426398,Drake,One Dance
Tones And I - Dance Monkey,1048,286.0,1,(x120),8928593,2508984101,Tones And I,Dance Monkey
James Arthur - Say You Won't Let Go,2388,97.0,6,,2817950,2468767484,James Arthur,Say You Won't Let Go
Tom Odell - Another Love,1288,,11,,3052832,2264041718,Tom Odell,Another Love
Miley Cyrus - Flowers,645,179.0,1,(x82),18424325,2226888173,Miley Cyrus,Flowers
SZA - Kill Bill,685,174.0,1,(x20),8455200,2114687240,SZA,Kill Bill
Taylor Swift - Cruel Summer,626,257.0,2,(x18),5405688,2106924733,Taylor Swift,Cruel Summer
Dua Lipa - Don't Start Now,1151,235.0,2,(x7),6100930,2094561868,Dua Lipa,Don't Start Now
Post Malone - rockstar,1208,185.0,1,(x114),7156650,2052310834,Post Malone,rockstar
Shawn Mendes - Señorita,1021,170.0,1,(x102),9936178,2046655077,Shawn Mendes,Señorita
Arctic Monkeys - I Wanna Be Yours,840,,11,,3186952,2014600613,Arctic Monkeys,I Wanna Be Yours
Elton John - Cold Heart - PNAU Remix,1005,199.0,2,(x1),5699348,1966881278,Elton John,Cold Heart - PNAU Remix
Manuel Turizo - La Bachata,843,173.0,3,(x3),4806467,1923027111,Manuel Turizo,La Bachata
Post Malone - Circles,1187,131.0,1,(x3),7292777,1887977040,Post Malone,Circles
Billie Eilish - bad guy,947,169.0,1,(x41),7220348,1884644878,Billie Eilish,bad guy
Vance Joy - Riptide,2075,,16,,2526786,1876639890,Vance Joy,Riptide
The Weeknd - Die For You,1028,2.0,9,,3554197,1873762705,The Weeknd,Die For You
The Chainsmokers - Something Just Like This,1601,86.0,2,(x14),4937390,1862842984,The Chainsmokers,Something Just Like This
Coldplay - Yellow,1395,,15,,3078369,1837474870,Coldplay,Yellow
David Guetta - I'm Good (Blue),782,144.0,1,(x1),6863607,1834139422,David Guetta,I'm Good (Blue)
Juice WRLD - Lucid Dreams,1375,110.0,2,(x6),5544528,1819372412,Juice WRLD,Lucid Dreams
